Transaction ID; Purchase Amount (USD) ;Payment Method;Review Rating
65; $93.00 ;PayPal;3.2
3337; $50.00 ;Bank Transfer;2.9
305; $79.00 ;Debit Card;4.9
2669; $100.00 ;Venmo;2.7
1483; $57.00 ;Bank Transfer;4.7
3387; $28.00 ;Debit Card;2.9
2014; $35.00 ;PayPal;4.8
2783; $85.00 ;Venmo;4.6
749; $95.00 ;PayPal;5
243; $90.00 ;Venmo;4.8
2560; $49.00 ;Credit Card;4.9
1783; $92.00 ;Bank Transfer;4.6
1358; $72.00 ;Bank Transfer;3.9
1922; $71.00 ;PayPal;4.5
775; $27.00 ;Credit Card;4.7
628; $39.00 ;Bank Transfer;3.9
3268; $98.00 ;Debit Card;4.4
2944; $27.00 ;Venmo;3.9
2068; $71.00 ;PayPal;2.8
3681; $24.00 ;Bank Transfer;3.5
2121; $63.00 ;Cash;4.3
3582; $72.00 ;Bank Transfer;3.9
2806; $61.00 ;Bank Transfer;4
2496; $56.00 ;Credit Card;4.1
1598; $32.00 ;Credit Card;4.3
373; $23.00 ;PayPal;4.2
49; $100.00 ;Debit Card;4
689; $74.00 ;Cash;3.6
2438; $33.00 ;Credit Card;3.3
424; $67.00 ;Venmo;4.1
1968; $61.00 ;PayPal;4.7
1207; $46.00 ;Cash;4.4
2569; $56.00 ;Bank Transfer;3.4
190; $73.00 ;Cash;5
1669; $44.00 ;Credit Card;4.6
3121; $44.00 ;Venmo;4
3600; $26.00 ;PayPal;4.1
1429; $52.00 ;Venmo;4.9
3189; $54.00 ;Venmo;2.7
806; $38.00 ;Venmo;4.5
2777; $44.00 ;Venmo;2.7
3184; $76.00 ;Bank Transfer;3
1692; $23.00 ;PayPal;4.5
878; $98.00 ;Credit Card;5
3553; $33.00 ;Debit Card;3.8
108; $32.00 ;PayPal;3.1
1236; $85.00 ;Cash;3.4
2769; $69.00 ;Venmo;4.8
255; $55.00 ;Bank Transfer;2.7
1516; $66.00 ;PayPal;3.2
3882; $30.00 ;Cash;3.9
3612; $80.00 ;Cash;4.2
122; $20.00 ;PayPal;3
3372; $30.00 ;Venmo;3
3811; $86.00 ;Bank Transfer;3.7
2842; $84.00 ;Credit Card;4.4
3045; $54.00 ;Credit Card;4.6
1140; $30.00 ;Credit Card;3
3502; $91.00 ;Credit Card;3.6
463; $23.00 ;Debit Card;3.9
2623; $35.00 ;PayPal;4.1
999; $90.00 ;Venmo;3.9
2869; $93.00 ;Debit Card;3.9
3555; $68.00 ;Bank Transfer;4.5
3850; $41.00 ;PayPal;3.4
3841; $73.00 ;Cash;4.1
3632; $73.00 ;Venmo;4.9
788; $66.00 ;Venmo;4.4
2572; $59.00 ;Credit Card;2.7
2776; $72.00 ;Venmo;4.8
2406; $88.00 ;Venmo;3.3
1468; $76.00 ;Debit Card;4.4
558; $31.00 ;Debit Card;4.6
961; $22.00 ;PayPal;3.1
1746; $75.00 ;Bank Transfer;4.5
473; $75.00 ;Credit Card;4
2472; $63.00 ;Venmo;3.1
993; $21.00 ;Venmo;3.9
3170; $83.00 ;Cash;4.5
3116; $46.00 ;PayPal;4.4
541; $59.00 ;Bank Transfer;3.6
1349; $66.00 ;Venmo;3.4
2034; $74.00 ;PayPal;4
1465; $82.00 ;Cash;2.6
2909; $89.00 ;Bank Transfer;3.2
3642; $65.00 ;Bank Transfer;3.2
3430; $55.00 ;Credit Card;5
2996; $95.00 ;Debit Card;2.9
1680; $77.00 ;Cash;2.9
3657; $44.00 ;Venmo;3.5
2254; $89.00 ;Bank Transfer;4
2314; $24.00 ;PayPal;3.9
2350; $43.00 ;Cash;4.9
3635; $51.00 ;Credit Card;3.8
3310; $46.00 ;PayPal;3.5
1215; $32.00 ;PayPal;3.7
1082; $55.00 ;Cash;2.9
1997; $26.00 ;Debit Card;2.8
524; $29.00 ;Debit Card;3.7
3819; $49.00 ;Debit Card;3
1835; $45.00 ;PayPal;4.8
1269; $48.00 ;Credit Card;2.7
133; $47.00 ;Bank Transfer;4.5
2091; $57.00 ;Venmo;2.7
1367; $34.00 ;PayPal;3.5
171; $75.00 ;Credit Card;3.5
1869; $94.00 ;Venmo;4.5
2148; $84.00 ;Venmo;3.8
924; $38.00 ;Credit Card;3.8
1549; $75.00 ;Credit Card;3.2
518; $44.00 ;Credit Card;4.3
337; $33.00 ;Cash;4.5
2041; $93.00 ;Venmo;4.2
691; $99.00 ;Credit Card;3
1114; $33.00 ;Venmo;4.1
657; $76.00 ;Venmo;4.6
3248; $63.00 ;PayPal;2.9
717; $41.00 ;Debit Card;4.8
1966; $88.00 ;Cash;4.5
2348; $92.00 ;Venmo;3.4
1228; $31.00 ;Debit Card;4.3
569; $25.00 ;Bank Transfer;4.2
3726; $28.00 ;Cash;3.6
2392; $75.00 ;PayPal;3.7
1147; $34.00 ;Debit Card;4
3860; $97.00 ;Debit Card;4.9
1785; $80.00 ;Cash;3.1
2592; $71.00 ;Credit Card;3.7
2332; $77.00 ;PayPal;4.2
1684; $41.00 ;Cash;2.5
1333; $92.00 ;Cash;4.3
1750; $95.00 ;Venmo;3.1
2829; $25.00 ;Cash;3
2725; $77.00 ;Debit Card;4
1678; $99.00 ;Venmo;3.5
449; $24.00 ;Cash;3.2
1687; $72.00 ;Venmo;2.7
232; $80.00 ;Cash;3
3736; $100.00 ;Bank Transfer;2.9
834; $83.00 ;Credit Card;3.3
1150; $95.00 ;PayPal;4.9
2103; $41.00 ;Bank Transfer;3.7
1404; $35.00 ;Cash;3.5
2131; $30.00 ;Bank Transfer;4.7
2771; $21.00 ;Debit Card;2.6
1574; $85.00 ;Credit Card;4.1
141; $54.00 ;Venmo;2.8
3584; $26.00 ;PayPal;4.7
1940; $59.00 ;Venmo;2.9
3090; $48.00 ;Credit Card;2.8
111; $98.00 ;Debit Card;4.3
2433; $92.00 ;Venmo;4.8
2356; $46.00 ;Bank Transfer;3.4
1221; $21.00 ;Debit Card;4.3
655; $72.00 ;Venmo;2.7
1169; $58.00 ;Cash;4.6
944; $93.00 ;Credit Card;4.1
149; $31.00 ;Credit Card;3.4
2721; $26.00 ;PayPal;4.5
2493; $68.00 ;Bank Transfer;4.4
2987; $31.00 ;Credit Card;4
325; $41.00 ;Cash;3.4
1609; $62.00 ;PayPal;3.2
1633; $41.00 ;Bank Transfer;3.4
3398; $64.00 ;PayPal;4.3
902; $72.00 ;Venmo;5
3548; $78.00 ;Cash;3.5
3235; $47.00 ;Bank Transfer;3.1
808; $46.00 ;Venmo;3.9
2029; $43.00 ;PayPal;4
827; $58.00 ;Venmo;3.5
608; $32.00 ;Venmo;3.6
2; $45.00 ;PayPal;3
3448; $35.00 ;Bank Transfer;2.6
2083; $21.00 ;Venmo;2.9
276; $64.00 ;PayPal;3.1
3665; $88.00 ;Credit Card;3.3
3491; $48.00 ;Debit Card;2.9
1514; $36.00 ;PayPal;3.9
3074; $28.00 ;PayPal;4.7
69; $80.00 ;Bank Transfer;4.4
3887; $23.00 ;Debit Card;3.6
3541; $24.00 ;Cash;3.2
2888; $22.00 ;Credit Card;4
3010; $21.00 ;Bank Transfer;3.5
2487; $51.00 ;PayPal;4.6
2978; $65.00 ;Bank Transfer;3.3
861; $51.00 ;Debit Card;4
1273; $32.00 ;Bank Transfer;3.4
3651; $70.00 ;Bank Transfer;4.2
2823; $77.00 ;PayPal;3.9
789; $90.00 ;PayPal;3.9
2484; $36.00 ;Bank Transfer;2.8
3215; $77.00 ;Credit Card;3.7
1455; $78.00 ;Credit Card;4.9
2366; $69.00 ;Bank Transfer;2.6
407; $63.00 ;PayPal;4.9
2675; $36.00 ;Venmo;3.4
870; $80.00 ;Bank Transfer;3.9
3168; $35.00 ;Cash;4
2692; $93.00 ;Venmo;3
543; $25.00 ;Venmo;2.6
2284; $81.00 ;Venmo;3.2
1222; $42.00 ;Credit Card;2.6
829; $36.00 ;Cash;3.2
2359; $66.00 ;Debit Card;4.1
3000; $37.00 ;Bank Transfer;3.9
819; $45.00 ;Venmo;4.1
1077; $86.00 ;Credit Card;2.7
1517; $24.00 ;Debit Card;4.6
1108; $22.00 ;Cash;3.5
1111; $53.00 ;PayPal;5
2367; $41.00 ;Cash;3.4
393; $64.00 ;Cash;3.1
3894; $40.00 ;Bank Transfer;3.4
204; $33.00 ;Credit Card;4
2344; $59.00 ;PayPal;2.7
1631; $73.00 ;Venmo;3.6
3699; $22.00 ;PayPal;4
505; $73.00 ;Debit Card;3.8
73; $62.00 ;Debit Card;3.4
150; $56.00 ;PayPal;3.2
3759; $90.00 ;Venmo;4.7
3280; $44.00 ;PayPal;3.1
2056; $35.00 ;PayPal;3.3
840; $71.00 ;PayPal;4.8
3705; $52.00 ;PayPal;4.5
3145; $37.00 ;Credit Card;3.4
1208; $95.00 ;Cash;3.7
2622; $97.00 ;Venmo;4.9
571; $57.00 ;Debit Card;3.5
1936; $93.00 ;Cash;4.6
3568; $48.00 ;Venmo;4.6
406; $75.00 ;Credit Card;4.2
1855; $70.00 ;Venmo;3.7
942; $26.00 ;Credit Card;3
1897; $73.00 ;Credit Card;4.6
1274; $30.00 ;Cash;3.2
2932; $61.00 ;Credit Card;3.5
3229; $75.00 ;Debit Card;2.6
561; $88.00 ;Venmo;4.9
2759; $67.00 ;Credit Card;2.7
168; $95.00 ;Venmo;4.7
2228; $69.00 ;Bank Transfer;4
3454; $87.00 ;Venmo;3.5
2272; $41.00 ;Credit Card;4.8
2968; $67.00 ;Bank Transfer;4
1664; $70.00 ;Credit Card;4.1
1563; $41.00 ;PayPal;3.8
3722; $83.00 ;Debit Card;5
1743; $22.00 ;Venmo;4
2429; $20.00 ;Bank Transfer;3.9
1242; $29.00 ;Venmo;3.4
1569; $87.00 ;Credit Card;3
356; $81.00 ;Credit Card;4.9
1191; $58.00 ;Bank Transfer;3.2
3325; $83.00 ;Venmo;3.8
198; $59.00 ;Debit Card;3.8
2963; $93.00 ;Debit Card;4.7
2365; $87.00 ;Debit Card;3.8
937; $22.00 ;Venmo;4.6
83; $71.00 ;Bank Transfer;4.4
2086; $69.00 ;PayPal;3.4
178; $47.00 ;Venmo;4.7
3875; $50.00 ;Cash;2.9
3055; $96.00 ;Cash;3.4
976; $39.00 ;Venmo;3.2
2773; $84.00 ;Cash;2.8
2960; $28.00 ;Venmo;4.3
3460; $51.00 ;Cash;3.3
2542; $20.00 ;Bank Transfer;3.3
787; $72.00 ;PayPal;3.3
2270; $33.00 ;Cash;3
387; $28.00 ;Credit Card;2.8
1451; $53.00 ;Credit Card;4
112; $48.00 ;Debit Card;4.3
2389; $21.00 ;Venmo;3.8
3424; $22.00 ;Cash;4.2
530; $87.00 ;Debit Card;3.1
750; $50.00 ;Cash;2.6
1027; $85.00 ;Bank Transfer;3.4
343; $98.00 ;Credit Card;3.1
1862; $34.00 ;Debit Card;3.6
2891; $61.00 ;Cash;2.6
653; $98.00 ;Bank Transfer;4.2
3527; $61.00 ;PayPal;2.9
1209; $98.00 ;Credit Card;4.2
1198; $21.00 ;Cash;3.3
3763; $51.00 ;Venmo;3.6
1594; $80.00 ;Credit Card;4.3
3004; $72.00 ;Debit Card;3.3
1677; $63.00 ;PayPal;3
3211; $27.00 ;Credit Card;3.6
2895; $44.00 ;Bank Transfer;3.1
2411; $23.00 ;Cash;2.9
376; $93.00 ;Bank Transfer;3.9
2165; $70.00 ;Credit Card;3.2
3723; $85.00 ;Credit Card;3.1
1089; $40.00 ;PayPal;3.2
3205; $29.00 ;Debit Card;3.3
3472; $27.00 ;Venmo;4.8
3015; $93.00 ;Debit Card;3.8
3214; $20.00 ;Cash;4.6
3250; $55.00 ;PayPal;2.8
2112; $94.00 ;Bank Transfer;3.6
2654; $56.00 ;Debit Card;4.3
1450; $58.00 ;Venmo;4
2559; $44.00 ;Credit Card;3.5
269; $95.00 ;PayPal;4.9
1478; $42.00 ;Credit Card;3.1
2419; $93.00 ;Venmo;3.9
765; $56.00 ;PayPal;3
1356; $88.00 ;Bank Transfer;4.1
196; $54.00 ;Venmo;4.3
953; $89.00 ;PayPal;3.8
2579; $45.00 ;Venmo;3.9
3859; $75.00 ;Credit Card;4.3
3144; $22.00 ;Credit Card;4.3
1395; $82.00 ;Credit Card;4.7
631; $34.00 ;PayPal;3.1
551; $92.00 ;Cash;2.7
3866; $78.00 ;Bank Transfer;3.7
2244; $47.00 ;Bank Transfer;3.3
832; $64.00 ;Bank Transfer;3.4
2983; $44.00 ;Cash;4.7
3253; $94.00 ;Debit Card;4.9
3806; $62.00 ;Bank Transfer;4.3
2786; $81.00 ;Cash;4.2
922; $33.00 ;PayPal;3.7
1246; $88.00 ;Credit Card;2.7
70; $49.00 ;Cash;3.3
2632; $31.00 ;Cash;4.8
1859; $29.00 ;Bank Transfer;4.1
1689; $34.00 ;Debit Card;4.6
3245; $38.00 ;Bank Transfer;4.9
3277; $41.00 ;PayPal;3.1
2470; $34.00 ;PayPal;3
3427; $26.00 ;Credit Card;3.7
3188; $98.00 ;Debit Card;4
114; $59.00 ;Bank Transfer;3
1947; $92.00 ;Debit Card;3.8
3056; $40.00 ;Bank Transfer;3.7
2602; $20.00 ;Debit Card;4
2562; $35.00 ;Debit Card;3.1
3133; $35.00 ;PayPal;3.9
2917; $82.00 ;Credit Card;3.7
3761; $48.00 ;Debit Card;3.9
1742; $58.00 ;Cash;2.7
143; $57.00 ;Credit Card;3.9
1660; $96.00 ;Bank Transfer;2.6
2716; $97.00 ;PayPal;3.5
991; $42.00 ;Debit Card;4.4
2146; $62.00 ;Venmo;4.9
637; $67.00 ;Credit Card;3.9
3123; $46.00 ;PayPal;3.5
2650; $71.00 ;Credit Card;4.3
1622; $99.00 ;Credit Card;3.4
3768; $28.00 ;Credit Card;2.7
949; $77.00 ;Bank Transfer;3.6
2508; $63.00 ;Venmo;4.9
1570; $62.00 ;Credit Card;3.5
1649; $92.00 ;Debit Card;3.8
1037; $72.00 ;Venmo;4.5
2156; $79.00 ;Venmo;4
912; $27.00 ;Credit Card;4.7
3151; $39.00 ;Credit Card;3.8
1217; $86.00 ;Cash;4.5
170; $94.00 ;PayPal;5
3292; $53.00 ;Credit Card;2.8
386; $85.00 ;Cash;4.4
1351; $50.00 ;Cash;4.7
1880; $47.00 ;Credit Card;3.8
322; $75.00 ;Bank Transfer;4.9
3526; $60.00 ;PayPal;4.2
2285; $36.00 ;Cash;4.9
537; $80.00 ;Debit Card;3.9
2965; $96.00 ;Venmo;4.9
312; $80.00 ;Credit Card;4.8
992; $71.00 ;Bank Transfer;3.3
1606; $29.00 ;Debit Card;4.6
3054; $53.00 ;Bank Transfer;4.5
862; $35.00 ;Venmo;4.1
185; $75.00 ;Cash;3.2
2805; $52.00 ;Cash;4.2
1886; $77.00 ;PayPal;4.8
1662; $24.00 ;Credit Card;4.1
1724; $78.00 ;Venmo;3.7
2819; $98.00 ;Cash;2.6
1890; $57.00 ;Debit Card;3
115; $78.00 ;Bank Transfer;4.4
97; $76.00 ;Bank Transfer;4.7
480; $26.00 ;Venmo;2.7
3531; $78.00 ;Debit Card;2.8
574; $53.00 ;Debit Card;2.9
1116; $100.00 ;Debit Card;4.4
3899; $73.00 ;Credit Card;2.7
3020; $40.00 ;Credit Card;4.5
2736; $76.00 ;Credit Card;2.8
2609; $80.00 ;Venmo;3.1
3641; $80.00 ;Cash;3.8
2714; $67.00 ;Bank Transfer;2.9
2357; $61.00 ;Credit Card;3.8
3044; $76.00 ;Bank Transfer;4.7
2209; $55.00 ;Venmo;3.2
3549; $85.00 ;Cash;4
327; $69.00 ;Venmo;4.9
1523; $26.00 ;Credit Card;3.7
3315; $64.00 ;Credit Card;4.8
3084; $60.00 ;Bank Transfer;3.6
594; $36.00 ;Debit Card;4.6
2772; $21.00 ;Venmo;4.3
2184; $72.00 ;Bank Transfer;3.2
2015; $62.00 ;Venmo;3.8
3496; $44.00 ;Debit Card;4.2
1640; $52.00 ;Debit Card;3.4
245; $58.00 ;Bank Transfer;4.7
3504; $77.00 ;PayPal;3.9
882; $99.00 ;Debit Card;4.3
1059; $96.00 ;Bank Transfer;2.7
1814; $64.00 ;Credit Card;4.6
3788; $44.00 ;Credit Card;2.9
460; $33.00 ;Cash;3.6
1948; $71.00 ;Debit Card;3.9
1186; $36.00 ;Credit Card;2.6
1000; $62.00 ;Cash;3.6
1901; $29.00 ;Credit Card;3.4
1011; $33.00 ;Debit Card;3.5
3110; $33.00 ;PayPal;3.1
2975; $41.00 ;Bank Transfer;4.3
2527; $54.00 ;Debit Card;5
214; $58.00 ;PayPal;4.9
1029; $30.00 ;Bank Transfer;4.3
488; $53.00 ;Credit Card;4.4
2976; $91.00 ;Cash;4.4
1109; $44.00 ;Cash;3.5
3862; $89.00 ;Bank Transfer;3.4
3727; $57.00 ;Debit Card;2.5
994; $57.00 ;Debit Card;3.4
451; $74.00 ;Venmo;2.6
3604; $30.00 ;Bank Transfer;4.6
1817; $20.00 ;Venmo;3.7
1653; $90.00 ;Credit Card;2.5
981; $61.00 ;Debit Card;4.5
1888; $51.00 ;Cash;2.9
1361; $97.00 ;Venmo;2.9
2981; $97.00 ;PayPal;3.5
3536; $40.00 ;Venmo;4.2
2456; $85.00 ;Debit Card;3.3
2259; $76.00 ;Venmo;3.9
206; $22.00 ;Bank Transfer;5
429; $63.00 ;Bank Transfer;3.3
1105; $71.00 ;PayPal;4.2
3162; $35.00 ;Debit Card;4.9
612; $30.00 ;Bank Transfer;4.6
2818; $74.00 ;Cash;4.8
1233; $71.00 ;Credit Card;2.7
2864; $84.00 ;PayPal;4.3
3300; $38.00 ;Venmo;3.8
1415; $81.00 ;Credit Card;4.9
3321; $56.00 ;Cash;3.4
1230; $48.00 ;Venmo;3.6
1937; $97.00 ;Venmo;3.4
1564; $74.00 ;PayPal;4.7
963; $50.00 ;PayPal;3
2019; $71.00 ;Venmo;3.4
1946; $33.00 ;PayPal;4.6
1629; $56.00 ;Credit Card;3.1
1440; $84.00 ;Bank Transfer;2.8
309; $36.00 ;Cash;3.5
1006; $63.00 ;PayPal;4.6
2713; $36.00 ;PayPal;4.3
286; $63.00 ;Venmo;4.8
3132; $32.00 ;Venmo;2.9
3012; $93.00 ;Venmo;3
2240; $29.00 ;Debit Card;2.9
1507; $92.00 ;PayPal;3.7
3375; $33.00 ;Debit Card;4.7
18; $52.00 ;Bank Transfer;3.5
2662; $42.00 ;PayPal;2.7
1771; $36.00 ;Cash;5
1873; $67.00 ;Cash;4.1
3071; $43.00 ;Debit Card;2.7
3622; $68.00 ;Debit Card;4.8
1304; $60.00 ;PayPal;4.3
3734; $53.00 ;Venmo;4.5
1834; $23.00 ;Bank Transfer;3.8
224; $57.00 ;Bank Transfer;3.7
37; $89.00 ;Venmo;3.9
1024; $99.00 ;PayPal;3.3
2222; $28.00 ;Credit Card;3.4
562; $53.00 ;Debit Card;3.8
2743; $45.00 ;Debit Card;2.7
2766; $38.00 ;Debit Card;2.9
313; $49.00 ;Bank Transfer;4.5
3864; $32.00 ;Debit Card;2.6
2904; $37.00 ;Debit Card;3.1
298; $80.00 ;Venmo;4.7
1585; $78.00 ;Cash;4.6
1309; $53.00 ;Bank Transfer;2.7
2524; $82.00 ;PayPal;4.6
1040; $33.00 ;Cash;4.8
816; $77.00 ;Bank Transfer;4.2
104; $56.00 ;Credit Card;4.9
191; $37.00 ;Cash;4.9
2905; $54.00 ;Venmo;4.5
1612; $67.00 ;Cash;2.7
3286; $90.00 ;Credit Card;3.1
1355; $72.00 ;Bank Transfer;3.3
2730; $59.00 ;Cash;2.6
446; $45.00 ;Debit Card;4.4
2833; $30.00 ;Bank Transfer;3.9
2009; $51.00 ;PayPal;4.6
2363; $90.00 ;Venmo;4.9
3626; $95.00 ;Venmo;3.7
2705; $81.00 ;Venmo;3.7
952; $70.00 ;Credit Card;4.2
435; $32.00 ;PayPal;3.5
1745; $94.00 ;Debit Card;2.9
382; $29.00 ;PayPal;3.4
352; $31.00 ;Debit Card;3.3
1582; $20.00 ;Debit Card;4.5
2645; $44.00 ;Credit Card;4.6
3792; $77.00 ;Credit Card;2.9
3272; $51.00 ;Debit Card;3.2
2615; $49.00 ;Debit Card;2.6
2202; $78.00 ;Cash;3.8
2653; $98.00 ;PayPal;2.8
2834; $94.00 ;Venmo;4.4
844; $91.00 ;Cash;4.7
2554; $77.00 ;PayPal;2.7
826; $97.00 ;Credit Card;2.6
2062; $58.00 ;Bank Transfer;3.4
2449; $97.00 ;Cash;3.9
1496; $48.00 ;Debit Card;3.4
304; $23.00 ;Debit Card;3.4
3616; $79.00 ;Credit Card;3.9
616; $42.00 ;Cash;4
2256; $95.00 ;Debit Card;3.4
1747; $29.00 ;Venmo;3.7
3677; $98.00 ;PayPal;4.9
20; $96.00 ;Cash;5
546; $66.00 ;Bank Transfer;2.9
1133; $80.00 ;Credit Card;3
754; $27.00 ;Cash;3.3
2898; $25.00 ;PayPal;4.7
1197; $45.00 ;Debit Card;3.4
1034; $89.00 ;Credit Card;4.6
1148; $27.00 ;Venmo;3.6
3068; $90.00 ;Debit Card;2.6
3853; $65.00 ;Cash;2.7
3208; $72.00 ;Venmo;3.1
2912; $70.00 ;Cash;3.2
950; $82.00 ;PayPal;3.4
1294; $97.00 ;Debit Card;4.4
2530; $25.00 ;Cash;3.2
209; $48.00 ;PayPal;2.5
3367; $99.00 ;Venmo;3.8
642; $21.00 ;Venmo;4.4
2550; $94.00 ;Debit Card;3.7
610; $53.00 ;Bank Transfer;3.2
476; $70.00 ;PayPal;4.9
1634; $26.00 ;Venmo;3.9
1657; $82.00 ;Debit Card;4.5
58; $47.00 ;Credit Card;3.4
1106; $32.00 ;Venmo;4.1
3481; $97.00 ;Debit Card;4.5
369; $68.00 ;PayPal;4.7
2897; $23.00 ;Credit Card;4.8
3562; $33.00 ;Debit Card;4.4
3843; $38.00 ;Bank Transfer;4
3482; $68.00 ;Bank Transfer;4.1
2390; $23.00 ;Bank Transfer;3.7
1709; $29.00 ;Bank Transfer;3
2231; $35.00 ;Bank Transfer;3.6
2813; $73.00 ;Venmo;4.8
1424; $84.00 ;Cash;3.7
1620; $23.00 ;Bank Transfer;4.6
2162; $67.00 ;Venmo;2.8
1256; $51.00 ;Credit Card;4
2177; $36.00 ;Credit Card;4.2
1406; $55.00 ;Cash;3.6
2629; $30.00 ;Credit Card;2.9
2853; $70.00 ;Venmo;4.1
1035; $63.00 ;PayPal;3.1
3333; $87.00 ;Cash;4.3
1299; $70.00 ;Debit Card;4.4
3203; $51.00 ;Cash;3.1
2253; $25.00 ;Debit Card;2.9
1396; $32.00 ;Cash;3.2
3638; $52.00 ;Credit Card;4
1779; $33.00 ;PayPal;2.7
2481; $68.00 ;Cash;3
597; $20.00 ;PayPal;4.4
1001; $32.00 ;Bank Transfer;2.8
2197; $82.00 ;Cash;3.1
64; $64.00 ;Credit Card;3.9
362; $24.00 ;Debit Card;2.7
3413; $96.00 ;Credit Card;3.4
3383; $94.00 ;Cash;3.8
845; $48.00 ;PayPal;3.7
2443; $60.00 ;Bank Transfer;4.5
1844; $56.00 ;PayPal;2.9
2880; $33.00 ;Debit Card;3.4
2189; $46.00 ;Cash;4.4
146; $37.00 ;Credit Card;4.2
1467; $98.00 ;Debit Card;3.3
2808; $50.00 ;Cash;3.7
395; $63.00 ;Debit Card;3.2
3053; $70.00 ;PayPal;2.6
72; $63.00 ;PayPal;2.8
2290; $86.00 ;Venmo;2.9
1012; $99.00 ;Bank Transfer;4
121; $40.00 ;PayPal;2.9
1952; $92.00 ;Credit Card;4.7
2941; $21.00 ;Cash;3.1
2012; $81.00 ;Credit Card;3.9
1627; $82.00 ;Cash;3.4
1695; $88.00 ;Cash;3.1
2183; $100.00 ;Debit Card;4.8
428; $66.00 ;Credit Card;3.9
523; $25.00 ;Debit Card;3.5
1493; $53.00 ;Credit Card;3.1
39; $28.00 ;Bank Transfer;4.7
2353; $23.00 ;Cash;4.6
3130; $34.00 ;Bank Transfer;3.3
1583; $42.00 ;Venmo;3.2
1412; $24.00 ;Debit Card;3.1
2780; $47.00 ;Credit Card;3.5
2046; $78.00 ;Credit Card;4.3
1923; $89.00 ;Cash;2.9
2143; $59.00 ;Credit Card;2.7
3274; $94.00 ;Bank Transfer;4
3278; $49.00 ;Cash;4.6
2852; $89.00 ;Credit Card;4.7
1552; $91.00 ;Credit Card;4.7
2211; $89.00 ;Cash;4
2824; $57.00 ;Cash;3.6
2862; $71.00 ;Debit Card;3.4
257; $97.00 ;PayPal;3
381; $45.00 ;Bank Transfer;2.6
542; $91.00 ;Venmo;4.2
1956; $25.00 ;Bank Transfer;3.4
2682; $63.00 ;Credit Card;4
2098; $52.00 ;Debit Card;4.7
2330; $43.00 ;Credit Card;3.9
3717; $28.00 ;Credit Card;3.3
3814; $78.00 ;Debit Card;2.9
3323; $31.00 ;PayPal;4.4
1641; $23.00 ;Cash;3.6
425; $25.00 ;PayPal;4.5
1444; $86.00 ;PayPal;3.7
1240; $88.00 ;Bank Transfer;2.8
1454; $35.00 ;Credit Card;4.5
183; $34.00 ;Cash;4.4
903; $75.00 ;PayPal;3.3
1354; $46.00 ;Debit Card;4.2
3361; $31.00 ;Cash;2.7
2877; $93.00 ;Cash;3.9
1949; $85.00 ;Credit Card;2.6
66; $68.00 ;Credit Card;4.5
2846; $40.00 ;Credit Card;2.7
348; $51.00 ;Credit Card;2.9
3511; $85.00 ;Credit Card;3.4
1338; $23.00 ;PayPal;2.9
2298; $28.00 ;Bank Transfer;3.8
743; $44.00 ;Bank Transfer;4.2
496; $57.00 ;Debit Card;3.5
489; $98.00 ;Venmo;3.1
2480; $68.00 ;Credit Card;3.5
1180; $36.00 ;PayPal;4
3293; $71.00 ;Cash;3.7
638; $60.00 ;Venmo;4.2
2005; $87.00 ;Credit Card;4.8
2933; $38.00 ;PayPal;4.1
1929; $45.00 ;Credit Card;4.5
296; $47.00 ;PayPal;2.7
3627; $57.00 ;Credit Card;2.8
1487; $68.00 ;Debit Card;3.7
1141; $52.00 ;Credit Card;3.6
2295; $87.00 ;PayPal;4.7
364; $34.00 ;PayPal;3.8
1522; $41.00 ;Venmo;2.9
1992; $94.00 ;Credit Card;4.6
3609; $93.00 ;Bank Transfer;2.8
701; $51.00 ;Bank Transfer;4.6
2670; $42.00 ;Venmo;2.8
2717; $95.00 ;Credit Card;3
437; $90.00 ;Cash;3.7
3679; $98.00 ;Credit Card;4.1
1659; $39.00 ;Venmo;4.3
1995; $66.00 ;Debit Card;3.8
1619; $23.00 ;Cash;3.7
3198; $73.00 ;Debit Card;4.8
835; $23.00 ;Debit Card;4.6
3870; $43.00 ;PayPal;4.8
1173; $45.00 ;PayPal;4.6
1894; $21.00 ;Bank Transfer;4
3581; $40.00 ;PayPal;2.6
415; $58.00 ;Venmo;2.6
2230; $48.00 ;Bank Transfer;4.5
1350; $94.00 ;Credit Card;4.2
1379; $74.00 ;Debit Card;3.4
1431; $51.00 ;Debit Card;3.7
3718; $83.00 ;PayPal;3.6
3016; $68.00 ;Debit Card;4
3789; $84.00 ;Credit Card;4.6
947; $58.00 ;PayPal;3
1181; $92.00 ;Bank Transfer;3.3
824; $69.00 ;Credit Card;3.8
1670; $48.00 ;Credit Card;2.7
1551; $60.00 ;Bank Transfer;4.5
2498; $20.00 ;Venmo;4.8
2574; $55.00 ;Bank Transfer;4.2
1182; $88.00 ;Venmo;3.5
3324; $48.00 ;Venmo;4.9
1345; $74.00 ;Bank Transfer;4.1
3164; $42.00 ;PayPal;2.9
731; $32.00 ;PayPal;4
919; $98.00 ;Credit Card;4.6
2514; $89.00 ;Bank Transfer;2.8
472; $97.00 ;Cash;5
2525; $49.00 ;Cash;2.9
1856; $50.00 ;Bank Transfer;3.3
1586; $91.00 ;Venmo;3.4
647; $93.00 ;Bank Transfer;3
137; $98.00 ;Debit Card;4.7
2867; $82.00 ;Credit Card;2.9
