Customer_ID;Age;Gender;Item_Purchased;Category;Size;Color;Season;Purchase_Amount__USD_;Payment_Method;Shipping_Type;Location;Frequency_of_Purchases;Review_Rating
1957;70;Male;Socks;Clothing;M;Pink;Winter; $51.00 ;Bank Transfer;Express;Oklahoma;Bi-Weekly;3.7
1958;68;Male;Gloves;Accessories;M;Cyan;Spring; $28.00 ;Bank Transfer;Standard;South Carolina;Monthly;5.0
1959;39;Male;Shorts;Clothing;M;Gray;Winter; $73.00 ;Venmo;Store Pickup;Nevada;Weekly;3.9
1960;46;Male;Shoes;Footwear;M;White;Fall; $64.00 ;Venmo;Free Shipping;Colorado;Fortnightly;2.9
1961;57;Male;Jeans;Clothing;L;Red;Summer; $77.00 ;Cash;Standard;Massachusetts;Fortnightly;2.7
1962;47;Male;Boots;Footwear;L;Black;Summer; $94.00 ;Venmo;2-Day Shipping;Nevada;Monthly;2.9
1963;40;Male;Hat;Accessories;M;Silver;Fall; $48.00 ;Debit Card;Standard;Iowa;Quarterly;4.4
1964;52;Male;Shorts;Clothing;L;Pink;Spring; $29.00 ;Debit Card;Next Day Air;Michigan;Annually;2.7
1965;40;Male;Pants;Clothing;S;Cyan;Summer; $25.00 ;Bank Transfer;2-Day Shipping;West Virginia;Annually;4.9
1966;67;Male;Sweater;Clothing;M;White;Fall; $88.00 ;Cash;Next Day Air;Indiana;Fortnightly;4.5
1967;67;Male;Jacket;Outerwear;XL;Purple;Winter; $53.00 ;PayPal;Free Shipping;Indiana;Weekly;4.7
1968;37;Male;Dress;Clothing;L;Yellow;Fall; $61.00 ;PayPal;Next Day Air;Georgia;Bi-Weekly;4.7
1969;67;Male;Shirt;Clothing;S;Blue;Spring; $21.00 ;PayPal;2-Day Shipping;Minnesota;Quarterly;4.0
1970;64;Male;Dress;Clothing;S;Cyan;Winter; $70.00 ;PayPal;Free Shipping;Louisiana;Bi-Weekly;4.8
1971;28;Male;Belt;Accessories;M;Indigo;Spring; $73.00 ;Bank Transfer;Standard;Maryland;Annually;4.1
1972;54;Male;Hat;Accessories;XL;Indigo;Spring; $49.00 ;PayPal;Free Shipping;Pennsylvania;Weekly;3.6
1973;54;Male;Backpack;Accessories;M;Silver;Summer; $64.00 ;Bank Transfer;Standard;Louisiana;Monthly;3.9
1974;24;Male;Skirt;Clothing;XL;Red;Fall; $31.00 ;Venmo;Next Day Air;Maryland;Fortnightly;4.7
1975;27;Male;Gloves;Accessories;M;Peach;Winter; $30.00 ;Credit Card;Next Day Air;Tennessee;Every 3 Months;4.4
1976;53;Male;Jacket;Outerwear;L;Turquoise;Fall; $64.00 ;Bank Transfer;Store Pickup;Illinois;Bi-Weekly;3.3
1977;32;Male;Handbag;Accessories;M;Pink;Spring; $31.00 ;Cash;Store Pickup;Wyoming;Monthly;4.0
1978;24;Male;Sandals;Footwear;M;Teal;Summer; $42.00 ;Credit Card;Express;Florida;Bi-Weekly;4.2
1979;45;Male;Sunglasses;Accessories;L;Magenta;Spring; $23.00 ;Bank Transfer;2-Day Shipping;Massachusetts;Bi-Weekly;3.6
1980;49;Male;Jeans;Clothing;L;Blue;Spring; $37.00 ;PayPal;Next Day Air;Tennessee;Annually;3.3
1981;51;Male;Sandals;Footwear;M;Green;Winter; $66.00 ;Cash;Next Day Air;Iowa;Annually;4.0
1982;69;Male;Shoes;Footwear;L;Violet;Summer; $54.00 ;Cash;2-Day Shipping;Michigan;Quarterly;4.4
1983;41;Male;Sunglasses;Accessories;M;Turquoise;Summer; $32.00 ;PayPal;Free Shipping;Kansas;Every 3 Months;3.7
1984;59;Male;Scarf;Accessories;M;Pink;Summer; $71.00 ;Cash;Standard;Georgia;Weekly;3.0
1985;26;Male;Skirt;Clothing;M;Black;Summer; $25.00 ;Debit Card;Store Pickup;West Virginia;Every 3 Months;3.4
1986;23;Male;Gloves;Accessories;M;Gold;Spring; $67.00 ;Cash;Free Shipping;Tennessee;Every 3 Months;3.9
1987;62;Male;Coat;Outerwear;L;Green;Summer; $32.00 ;Cash;Free Shipping;Arkansas;Fortnightly;3.3
1988;69;Male;Belt;Accessories;XL;White;Summer; $85.00 ;Cash;Express;Vermont;Bi-Weekly;5.0
1989;46;Male;Pants;Clothing;M;Gold;Winter; $81.00 ;Credit Card;Next Day Air;Virginia;Every 3 Months;4.3
1990;35;Male;Jewelry;Accessories;S;Charcoal;Spring; $31.00 ;Venmo;Express;Maryland;Weekly;3.8
1991;32;Male;Backpack;Accessories;L;White;Spring; $28.00 ;Debit Card;Express;Connecticut;Weekly;4.4
1992;46;Male;Sneakers;Footwear;M;Brown;Summer; $94.00 ;Credit Card;Next Day Air;Missouri;Every 3 Months;4.6
1993;33;Male;Hoodie;Clothing;L;Gold;Winter; $85.00 ;Credit Card;2-Day Shipping;New Jersey;Monthly;3.3
1994;32;Male;Blouse;Clothing;S;Purple;Spring; $88.00 ;Credit Card;Express;Arkansas;Monthly;4.9
1995;33;Male;Sunglasses;Accessories;M;Brown;Fall; $66.00 ;Debit Card;Next Day Air;Nevada;Bi-Weekly;3.8
1996;67;Male;Boots;Footwear;S;Teal;Spring; $81.00 ;Venmo;Free Shipping;Missouri;Monthly;4.5
1997;67;Male;Sneakers;Footwear;L;Indigo;Summer; $26.00 ;Debit Card;Free Shipping;South Dakota;Quarterly;2.8
1998;42;Male;Backpack;Accessories;M;Purple;Fall; $68.00 ;Bank Transfer;Store Pickup;Connecticut;Bi-Weekly;4.3
1999;20;Male;Pants;Clothing;M;Orange;Fall; $91.00 ;Bank Transfer;Standard;Vermont;Quarterly;4.9
2000;39;Male;Socks;Clothing;L;Indigo;Winter; $92.00 ;Debit Card;Standard;Tennessee;Annually;3.9
2001;26;Male;Belt;Accessories;M;Lavender;Winter; $32.00 ;Bank Transfer;Next Day Air;California;Bi-Weekly;3.1
2002;51;Male;Sunglasses;Accessories;S;Purple;Winter; $83.00 ;Credit Card;Express;Wyoming;Quarterly;3.4
2003;31;Male;Shirt;Clothing;M;Red;Summer; $81.00 ;PayPal;Free Shipping;New York;Quarterly;4.9
2004;68;Male;Sneakers;Footwear;S;Blue;Spring; $45.00 ;Cash;Free Shipping;Maine;Fortnightly;4.1
2005;44;Male;Shoes;Footwear;L;Blue;Fall; $87.00 ;Credit Card;Store Pickup;Georgia;Quarterly;4.8
2006;18;Male;Sandals;Footwear;M;Cyan;Winter; $31.00 ;Credit Card;Standard;Tennessee;Fortnightly;4.0
2007;58;Male;Scarf;Accessories;S;Pink;Fall; $68.00 ;Credit Card;Store Pickup;New Mexico;Bi-Weekly;4.6
2008;26;Male;Shirt;Clothing;M;Silver;Summer; $46.00 ;Credit Card;Next Day Air;Virginia;Every 3 Months;3.9
2009;57;Male;Skirt;Clothing;M;Gray;Spring; $51.00 ;PayPal;Express;Florida;Monthly;4.6
2010;37;Male;Boots;Footwear;M;Indigo;Summer; $55.00 ;Venmo;Express;Alabama;Annually;3.9
2011;24;Male;Sweater;Clothing;M;Maroon;Summer; $90.00 ;Cash;2-Day Shipping;Texas;Weekly;2.9
2012;57;Male;Sandals;Footwear;M;Beige;Spring; $81.00 ;Credit Card;Store Pickup;West Virginia;Monthly;3.9
2013;48;Male;Jeans;Clothing;L;Green;Fall; $71.00 ;Debit Card;2-Day Shipping;Nevada;Annually;3.2
2014;39;Male;Backpack;Accessories;M;Peach;Winter; $35.00 ;PayPal;Express;Virginia;Fortnightly;4.8
2015;51;Male;Skirt;Clothing;L;Black;Summer; $62.00 ;Venmo;Store Pickup;Wisconsin;Monthly;3.8
2016;57;Male;Belt;Accessories;S;Pink;Summer; $20.00 ;Venmo;Standard;Virginia;Weekly;2.9
2017;53;Male;Shoes;Footwear;S;Violet;Winter; $73.00 ;Bank Transfer;Free Shipping;Maine;Fortnightly;4.7
2018;70;Male;Socks;Clothing;S;Green;Winter; $37.00 ;PayPal;Standard;Massachusetts;Quarterly;3.4
2019;60;Male;Backpack;Accessories;S;Gold;Fall; $71.00 ;Venmo;Free Shipping;Arkansas;Bi-Weekly;3.4
2020;31;Male;Shirt;Clothing;S;Red;Winter; $97.00 ;Cash;Free Shipping;Idaho;Weekly;4.7
2021;41;Male;Sweater;Clothing;M;Beige;Winter; $64.00 ;Cash;2-Day Shipping;Pennsylvania;Quarterly;3.1
2022;62;Male;Handbag;Accessories;M;Green;Winter; $74.00 ;Cash;2-Day Shipping;Maine;Quarterly;2.8
2023;59;Male;Jewelry;Accessories;S;Black;Winter; $79.00 ;Credit Card;2-Day Shipping;Alabama;Weekly;4.0
2024;46;Male;Socks;Clothing;S;Teal;Winter; $92.00 ;Bank Transfer;Express;Idaho;Weekly;2.5
2025;62;Male;Socks;Clothing;L;Silver;Fall; $73.00 ;Credit Card;Next Day Air;Arkansas;Every 3 Months;4.2
2026;42;Male;Shirt;Clothing;M;Turquoise;Summer; $98.00 ;PayPal;Express;Delaware;Every 3 Months;3.4
2027;37;Male;Scarf;Accessories;M;Orange;Winter; $52.00 ;Bank Transfer;Store Pickup;Maine;Weekly;3.4
2028;50;Male;Shoes;Footwear;S;Gold;Fall; $80.00 ;Cash;Store Pickup;Nebraska;Fortnightly;4.7
2029;29;Male;Shoes;Footwear;XL;Purple;Fall; $43.00 ;PayPal;Store Pickup;Ohio;Every 3 Months;4.0
2030;25;Male;Scarf;Accessories;M;Pink;Spring; $20.00 ;Debit Card;Free Shipping;Montana;Annually;4.2
2031;66;Male;Sunglasses;Accessories;S;Green;Summer; $35.00 ;Bank Transfer;Store Pickup;New Mexico;Annually;3.4
2032;21;Male;Socks;Clothing;L;Charcoal;Spring; $60.00 ;Debit Card;2-Day Shipping;North Carolina;Bi-Weekly;2.9
2033;46;Male;Blouse;Clothing;M;Maroon;Winter; $51.00 ;Credit Card;2-Day Shipping;South Carolina;Monthly;4.3
2034;57;Male;Jeans;Clothing;L;Olive;Summer; $74.00 ;PayPal;2-Day Shipping;Illinois;Monthly;4.0
2035;61;Male;Shorts;Clothing;M;Peach;Spring; $96.00 ;Venmo;Next Day Air;Alabama;Bi-Weekly;4.1
2036;53;Male;T-shirt;Clothing;S;Yellow;Summer; $26.00 ;Cash;Free Shipping;Oklahoma;Every 3 Months;4.7
2037;37;Male;Blouse;Clothing;S;Lavender;Winter; $98.00 ;Debit Card;Next Day Air;Minnesota;Quarterly;3.6
2038;39;Male;Belt;Accessories;S;Green;Summer; $66.00 ;PayPal;Store Pickup;Illinois;Weekly;4.4
2039;53;Male;Blouse;Clothing;L;Orange;Spring; $95.00 ;PayPal;2-Day Shipping;Arkansas;Every 3 Months;3.7
2040;35;Male;T-shirt;Clothing;M;Olive;Spring; $46.00 ;Venmo;Express;Minnesota;Monthly;3.6
2041;69;Male;Jewelry;Accessories;XL;Gray;Spring; $93.00 ;Venmo;Free Shipping;South Carolina;Annually;4.2
2042;66;Male;Jacket;Outerwear;S;Lavender;Winter; $86.00 ;Credit Card;Express;New York;Monthly;2.9
2043;19;Male;Shoes;Footwear;M;Red;Spring; $73.00 ;Cash;2-Day Shipping;Alabama;Quarterly;3.1
2044;47;Male;Gloves;Accessories;M;Charcoal;Summer; $40.00 ;Bank Transfer;Standard;New York;Quarterly;4.1
2045;49;Male;Jeans;Clothing;L;Orange;Spring; $83.00 ;Credit Card;Standard;Missouri;Weekly;2.7
2046;31;Male;Jewelry;Accessories;M;Red;Fall; $78.00 ;Credit Card;Standard;Georgia;Bi-Weekly;4.3
2047;39;Male;Pants;Clothing;M;Maroon;Winter; $91.00 ;Cash;Free Shipping;Oklahoma;Every 3 Months;4.1
2048;58;Male;Jewelry;Accessories;M;Silver;Summer; $58.00 ;Venmo;Standard;Connecticut;Annually;4.9
2049;45;Male;Sneakers;Footwear;XL;Pink;Winter; $68.00 ;PayPal;Express;Michigan;Monthly;3.2
2050;68;Male;Boots;Footwear;L;Blue;Fall; $93.00 ;Credit Card;Store Pickup;Rhode Island;Annually;3.8
2051;35;Male;Hat;Accessories;M;Teal;Summer; $61.00 ;Debit Card;Next Day Air;Mississippi;Quarterly;4.4
2052;65;Male;T-shirt;Clothing;L;Black;Spring; $20.00 ;Debit Card;Next Day Air;Massachusetts;Annually;2.9
2053;45;Male;Backpack;Accessories;M;Gray;Winter; $60.00 ;Venmo;Next Day Air;New Hampshire;Weekly;3.2
2054;19;Male;Sunglasses;Accessories;S;Purple;Spring; $85.00 ;Bank Transfer;Standard;Wyoming;Bi-Weekly;3.4
2055;65;Male;Sweater;Clothing;XL;Gold;Spring; $36.00 ;Venmo;Express;New Jersey;Weekly;4.9
2056;28;Male;Handbag;Accessories;M;Silver;Fall; $35.00 ;PayPal;Next Day Air;Texas;Weekly;3.3
2057;55;Male;Backpack;Accessories;L;Blue;Spring; $68.00 ;Credit Card;Standard;Minnesota;Every 3 Months;2.9
2058;66;Male;Socks;Clothing;L;Yellow;Spring; $41.00 ;Bank Transfer;Store Pickup;South Dakota;Annually;4.3
2059;29;Male;Shirt;Clothing;M;Brown;Winter; $82.00 ;Cash;Next Day Air;Washington;Bi-Weekly;3.7
2060;56;Male;Shorts;Clothing;XL;Beige;Spring; $90.00 ;Cash;Express;California;Annually;4.8
2061;21;Male;Belt;Accessories;M;Blue;Fall; $90.00 ;Credit Card;Store Pickup;Wisconsin;Every 3 Months;2.9
2062;32;Male;Sweater;Clothing;S;Magenta;Summer; $58.00 ;Bank Transfer;2-Day Shipping;Michigan;Fortnightly;3.4
2063;54;Male;Coat;Outerwear;L;Silver;Fall; $20.00 ;Cash;2-Day Shipping;South Carolina;Weekly;4.3
2064;61;Male;Shorts;Clothing;M;Cyan;Fall; $57.00 ;Venmo;Standard;Indiana;Monthly;4.9
2065;31;Male;Shoes;Footwear;M;Green;Summer; $98.00 ;Venmo;2-Day Shipping;Arkansas;Every 3 Months;3.6
2066;27;Male;Sneakers;Footwear;M;Blue;Spring; $78.00 ;PayPal;Next Day Air;Oregon;Quarterly;4.1
2067;64;Male;Sneakers;Footwear;M;Olive;Fall; $96.00 ;Credit Card;Store Pickup;Illinois;Fortnightly;3.6
2068;60;Male;Pants;Clothing;XL;Beige;Fall; $71.00 ;PayPal;2-Day Shipping;Maryland;Every 3 Months;2.8
2069;70;Male;Jewelry;Accessories;XL;Black;Summer; $37.00 ;Cash;Express;Vermont;Annually;3.8
2070;36;Male;T-shirt;Clothing;M;Indigo;Fall; $25.00 ;Cash;Store Pickup;Texas;Every 3 Months;4.5
2071;56;Male;Jewelry;Accessories;XL;Red;Spring; $69.00 ;Bank Transfer;Standard;Nebraska;Bi-Weekly;3.4
2072;69;Male;Jacket;Outerwear;S;Yellow;Fall; $85.00 ;Credit Card;Standard;South Carolina;Quarterly;3.9
2073;39;Male;Backpack;Accessories;M;Beige;Winter; $55.00 ;Debit Card;2-Day Shipping;Massachusetts;Weekly;4.4
2074;38;Male;Belt;Accessories;S;Green;Winter; $77.00 ;Credit Card;2-Day Shipping;Texas;Monthly;4.0
2075;36;Male;Scarf;Accessories;M;White;Summer; $47.00 ;Bank Transfer;Store Pickup;Florida;Annually;3.5
2076;46;Male;Sweater;Clothing;S;Turquoise;Fall; $88.00 ;Debit Card;Free Shipping;South Carolina;Every 3 Months;3.0
2077;59;Male;Gloves;Accessories;S;Indigo;Fall; $36.00 ;Credit Card;Free Shipping;Florida;Fortnightly;3.3
2078;64;Male;Scarf;Accessories;L;Orange;Fall; $82.00 ;Bank Transfer;Standard;Nebraska;Every 3 Months;4.3
2079;49;Male;Dress;Clothing;M;Blue;Spring; $26.00 ;Venmo;Next Day Air;Hawaii;Bi-Weekly;4.8
2080;32;Male;Jeans;Clothing;L;Violet;Summer; $42.00 ;Debit Card;2-Day Shipping;Montana;Quarterly;3.6
2081;29;Male;Sunglasses;Accessories;S;Gray;Fall; $84.00 ;Venmo;Next Day Air;South Dakota;Bi-Weekly;3.4
2082;24;Male;Coat;Outerwear;S;Cyan;Spring; $76.00 ;Credit Card;Standard;Alabama;Every 3 Months;2.8
2083;41;Male;Jeans;Clothing;M;Yellow;Summer; $21.00 ;Venmo;Next Day Air;Arkansas;Annually;2.9
2084;41;Male;Scarf;Accessories;L;Orange;Fall; $70.00 ;Cash;Express;Mississippi;Quarterly;4.9
2085;32;Male;Blouse;Clothing;S;Brown;Summer; $42.00 ;Debit Card;Next Day Air;Vermont;Monthly;3.7
2086;69;Male;Jeans;Clothing;M;Teal;Fall; $69.00 ;PayPal;2-Day Shipping;New York;Bi-Weekly;3.4
2087;65;Male;Dress;Clothing;L;Beige;Summer; $67.00 ;Cash;Store Pickup;North Dakota;Annually;4.7
2088;54;Male;Hat;Accessories;M;Blue;Summer; $38.00 ;Credit Card;Next Day Air;Wisconsin;Every 3 Months;4.4
2089;39;Male;Sandals;Footwear;L;Orange;Spring; $30.00 ;Cash;Free Shipping;California;Annually;2.8
2090;37;Male;Jacket;Outerwear;L;Gold;Spring; $24.00 ;PayPal;Store Pickup;Maryland;Every 3 Months;3.3
2091;51;Male;Socks;Clothing;S;Teal;Winter; $57.00 ;Venmo;Standard;Massachusetts;Quarterly;2.7
2092;26;Male;Jeans;Clothing;XL;Beige;Fall; $79.00 ;Venmo;Store Pickup;Washington;Monthly;3.0
2093;42;Male;Sandals;Footwear;M;Silver;Fall; $24.00 ;Bank Transfer;2-Day Shipping;Minnesota;Fortnightly;2.9
2094;21;Male;Dress;Clothing;M;Maroon;Spring; $70.00 ;Bank Transfer;Free Shipping;Washington;Quarterly;2.6
2095;53;Male;Socks;Clothing;M;Indigo;Spring; $91.00 ;Cash;Store Pickup;South Carolina;Every 3 Months;2.8
2096;36;Male;Hoodie;Clothing;M;Gray;Fall; $53.00 ;Debit Card;Express;New Mexico;Quarterly;2.6
2097;21;Male;Dress;Clothing;L;Blue;Summer; $53.00 ;Venmo;Express;North Carolina;Quarterly;4.7
2098;33;Male;Sneakers;Footwear;S;Cyan;Winter; $52.00 ;Debit Card;Free Shipping;Iowa;Annually;4.7
2099;49;Male;T-shirt;Clothing;M;White;Summer; $21.00 ;PayPal;Next Day Air;Louisiana;Bi-Weekly;3.0
2100;31;Male;T-shirt;Clothing;L;Green;Summer; $95.00 ;Debit Card;2-Day Shipping;Oklahoma;Quarterly;3.8
2101;68;Male;Sweater;Clothing;M;Silver;Spring; $75.00 ;Cash;2-Day Shipping;Michigan;Weekly;4.9
2102;49;Male;Shirt;Clothing;M;Blue;Winter; $29.00 ;PayPal;2-Day Shipping;Oregon;Annually;3.3
2103;23;Male;Hat;Accessories;M;Brown;Spring; $41.00 ;Bank Transfer;Store Pickup;Idaho;Fortnightly;3.7
2104;30;Male;Pants;Clothing;S;Red;Summer; $60.00 ;Venmo;Store Pickup;Indiana;Bi-Weekly;4.6
2105;53;Male;Shoes;Footwear;M;Gold;Spring; $70.00 ;Venmo;Store Pickup;New Mexico;Fortnightly;4.4
2106;65;Male;Gloves;Accessories;M;Silver;Spring; $92.00 ;Venmo;Standard;South Carolina;Every 3 Months;3.5
2107;60;Male;Jewelry;Accessories;M;Gray;Fall; $41.00 ;Debit Card;Express;Vermont;Fortnightly;4.4
2108;46;Male;Pants;Clothing;M;Black;Winter; $22.00 ;Credit Card;Standard;Delaware;Annually;4.2
2109;54;Male;Hoodie;Clothing;XL;Beige;Winter; $33.00 ;Credit Card;Store Pickup;North Dakota;Quarterly;2.8
2110;59;Male;Jewelry;Accessories;L;Peach;Fall; $34.00 ;PayPal;Next Day Air;California;Monthly;4.0
2111;52;Male;Socks;Clothing;L;Cyan;Spring; $24.00 ;Debit Card;2-Day Shipping;Montana;Every 3 Months;4.4
2112;41;Male;Sunglasses;Accessories;XL;Pink;Spring; $94.00 ;Bank Transfer;Standard;Missouri;Annually;3.6
2113;43;Male;Belt;Accessories;M;Lavender;Fall; $83.00 ;Debit Card;2-Day Shipping;Tennessee;Bi-Weekly;3.5
2114;63;Male;Dress;Clothing;M;Brown;Spring; $31.00 ;Cash;Express;Virginia;Every 3 Months;4.5
2115;37;Male;Shirt;Clothing;M;Magenta;Winter; $91.00 ;Debit Card;2-Day Shipping;Vermont;Bi-Weekly;2.7
2116;44;Male;Scarf;Accessories;M;Violet;Winter; $48.00 ;PayPal;Express;Rhode Island;Bi-Weekly;4.4
2117;67;Male;Jacket;Outerwear;M;Teal;Summer; $34.00 ;Debit Card;Free Shipping;Kansas;Weekly;3.2
2118;27;Male;Dress;Clothing;L;Brown;Summer; $69.00 ;Bank Transfer;Standard;Colorado;Fortnightly;3.4
2119;60;Male;Socks;Clothing;M;Olive;Fall; $24.00 ;Credit Card;Free Shipping;Georgia;Quarterly;3.8
2120;58;Male;Jewelry;Accessories;M;Indigo;Spring; $85.00 ;Bank Transfer;Free Shipping;Nebraska;Weekly;3.7
2121;53;Male;Scarf;Accessories;S;Red;Fall; $63.00 ;Cash;Express;Missouri;Every 3 Months;4.3
2122;43;Male;Backpack;Accessories;M;Olive;Winter; $45.00 ;Venmo;Store Pickup;Alaska;Weekly;3.6
2123;32;Male;Jacket;Outerwear;L;Teal;Fall; $54.00 ;Debit Card;Express;Virginia;Bi-Weekly;3.8
2124;54;Male;Coat;Outerwear;L;Cyan;Spring; $44.00 ;Debit Card;2-Day Shipping;Nebraska;Weekly;4.5
2125;47;Male;Skirt;Clothing;M;Teal;Fall; $40.00 ;Credit Card;Store Pickup;Rhode Island;Quarterly;2.6
2126;57;Male;Coat;Outerwear;M;Beige;Fall; $75.00 ;Credit Card;Store Pickup;New Hampshire;Every 3 Months;4.2
2127;63;Male;Shoes;Footwear;XL;Magenta;Winter; $81.00 ;Debit Card;Express;Alabama;Annually;4.4
2128;70;Male;Boots;Footwear;M;Indigo;Spring; $50.00 ;Cash;2-Day Shipping;North Carolina;Monthly;3.1
2129;62;Male;Coat;Outerwear;L;Cyan;Fall; $89.00 ;PayPal;Free Shipping;New Mexico;Weekly;3.8
2130;40;Male;Skirt;Clothing;L;Orange;Fall; $24.00 ;Debit Card;Standard;Minnesota;Every 3 Months;4.8
2131;25;Male;Backpack;Accessories;L;Violet;Summer; $30.00 ;Bank Transfer;Store Pickup;Arizona;Monthly;4.7
2132;19;Male;Shorts;Clothing;M;Red;Fall; $60.00 ;Debit Card;Standard;Montana;Quarterly;3.0
2133;25;Male;Skirt;Clothing;M;Magenta;Fall; $93.00 ;Cash;Free Shipping;Vermont;Annually;4.5
2134;21;Male;Hat;Accessories;M;Olive;Summer; $66.00 ;Bank Transfer;Store Pickup;Maine;Fortnightly;2.6
2135;55;Male;Sandals;Footwear;XL;Maroon;Winter; $99.00 ;Credit Card;Standard;Virginia;Annually;4.1
2136;34;Male;Sunglasses;Accessories;S;Yellow;Winter; $76.00 ;Venmo;Standard;California;Quarterly;4.5
2137;47;Male;Sunglasses;Accessories;M;Red;Summer; $88.00 ;Venmo;2-Day Shipping;New York;Monthly;4.4
2138;27;Male;Socks;Clothing;XL;Purple;Winter; $56.00 ;Debit Card;Next Day Air;Indiana;Every 3 Months;5.0
2139;67;Male;Sweater;Clothing;M;Teal;Fall; $85.00 ;Debit Card;2-Day Shipping;Mississippi;Monthly;4.5
2140;40;Male;Boots;Footwear;M;Red;Winter; $99.00 ;Credit Card;Free Shipping;New York;Quarterly;4.7
2141;53;Male;Handbag;Accessories;M;Brown;Fall; $96.00 ;Cash;Free Shipping;New Mexico;Quarterly;3.5
2142;24;Male;Dress;Clothing;M;Peach;Winter; $98.00 ;PayPal;2-Day Shipping;Kentucky;Fortnightly;2.8
2143;47;Male;Hat;Accessories;M;Maroon;Winter; $59.00 ;Credit Card;Store Pickup;North Dakota;Fortnightly;2.7
2144;53;Male;Sandals;Footwear;L;Red;Fall; $88.00 ;Credit Card;2-Day Shipping;Arkansas;Bi-Weekly;3.0
2145;47;Male;Shoes;Footwear;L;Orange;Winter; $43.00 ;PayPal;Standard;Maryland;Weekly;4.0
2146;38;Male;Skirt;Clothing;S;White;Winter; $62.00 ;Venmo;Store Pickup;Connecticut;Weekly;4.9
2147;48;Male;Sunglasses;Accessories;XL;White;Summer; $66.00 ;Bank Transfer;Next Day Air;Utah;Bi-Weekly;4.1
2148;47;Male;Skirt;Clothing;S;Charcoal;Fall; $84.00 ;Venmo;Free Shipping;Missouri;Weekly;3.8
2149;19;Male;T-shirt;Clothing;XL;Turquoise;Winter; $37.00 ;Venmo;Store Pickup;Nebraska;Bi-Weekly;4.9
2150;38;Male;Sandals;Footwear;L;Orange;Winter; $32.00 ;Bank Transfer;2-Day Shipping;Hawaii;Annually;3.5
2151;57;Male;Shirt;Clothing;M;Orange;Spring; $81.00 ;Credit Card;Free Shipping;Illinois;Weekly;3.8
2152;70;Male;Jeans;Clothing;L;Brown;Fall; $53.00 ;Bank Transfer;Express;Vermont;Monthly;4.6
2153;38;Male;Shorts;Clothing;L;Magenta;Summer; $23.00 ;Cash;2-Day Shipping;New Jersey;Every 3 Months;4.8
2154;35;Male;Shirt;Clothing;M;Violet;Fall; $30.00 ;Debit Card;Next Day Air;Kentucky;Annually;3.2
2155;46;Male;Scarf;Accessories;M;Violet;Spring; $51.00 ;PayPal;Next Day Air;Wyoming;Every 3 Months;3.8
2156;32;Male;Handbag;Accessories;L;Yellow;Fall; $79.00 ;Venmo;Express;Hawaii;Weekly;4.0
2157;38;Male;Skirt;Clothing;M;Maroon;Winter; $57.00 ;Credit Card;Next Day Air;Missouri;Monthly;3.0
2158;41;Male;Handbag;Accessories;L;Turquoise;Winter; $86.00 ;Bank Transfer;Free Shipping;Mississippi;Monthly;3.7
2159;19;Male;Gloves;Accessories;XL;Olive;Spring; $93.00 ;Cash;2-Day Shipping;Massachusetts;Every 3 Months;4.8
2160;18;Male;Shirt;Clothing;M;Peach;Fall; $90.00 ;Venmo;Next Day Air;Louisiana;Bi-Weekly;3.8
2161;45;Male;Blouse;Clothing;L;Charcoal;Winter; $94.00 ;Debit Card;Standard;West Virginia;Monthly;3.8
2162;23;Male;Dress;Clothing;S;Peach;Summer; $67.00 ;Venmo;Standard;Washington;Monthly;2.8
2163;60;Male;Shorts;Clothing;S;Black;Summer; $51.00 ;Venmo;2-Day Shipping;Oregon;Annually;3.3
2164;52;Male;Shoes;Footwear;L;Gray;Spring; $54.00 ;Debit Card;Free Shipping;New York;Weekly;4.5
2165;42;Male;Sandals;Footwear;S;Olive;Winter; $70.00 ;Credit Card;2-Day Shipping;Iowa;Every 3 Months;3.2
2166;29;Male;Pants;Clothing;M;Turquoise;Summer; $78.00 ;Venmo;Free Shipping;Idaho;Monthly;3.8
2167;31;Male;Jacket;Outerwear;S;Purple;Spring; $67.00 ;Bank Transfer;Standard;New Jersey;Fortnightly;3.1
2168;30;Male;Skirt;Clothing;L;Green;Winter; $100.00 ;Cash;Next Day Air;Ohio;Every 3 Months;4.5
2169;23;Male;Handbag;Accessories;M;Beige;Spring; $56.00 ;Credit Card;Free Shipping;Connecticut;Weekly;3.7
2170;31;Male;Coat;Outerwear;M;Brown;Fall; $81.00 ;Credit Card;Free Shipping;Florida;Weekly;2.6
2171;40;Male;Sweater;Clothing;M;Turquoise;Fall; $86.00 ;Debit Card;Free Shipping;South Carolina;Weekly;3.3
2172;39;Male;Shorts;Clothing;M;Yellow;Summer; $36.00 ;Debit Card;Store Pickup;Missouri;Every 3 Months;4.7
2173;28;Male;Skirt;Clothing;S;Lavender;Fall; $97.00 ;Debit Card;Next Day Air;Rhode Island;Weekly;4.9
2174;23;Male;Gloves;Accessories;S;Cyan;Summer; $63.00 ;Cash;Express;Delaware;Every 3 Months;4.6
2175;42;Male;Backpack;Accessories;S;Olive;Spring; $54.00 ;Credit Card;Store Pickup;Colorado;Quarterly;3.4
2176;68;Male;Dress;Clothing;M;Silver;Spring; $48.00 ;PayPal;Store Pickup;Nebraska;Every 3 Months;4.3
2177;24;Male;Belt;Accessories;S;Red;Winter; $36.00 ;Credit Card;Next Day Air;Vermont;Annually;4.2
