Customer_ID;Age;Gender;Item_Purchased;Category;Size;Color;Season;Purchase_Amount__USD_;Payment_Method;Transaction_ID;Shipping_Type;Shippment_ID;Location;Location ID;Frequency_of_Purchases;Review_Rating
2206;46;Male;Sweater;Clothing;XL;Red;Fall; $38.00 ;Debit Card;2206;Free Shipping;2206;North Dakota;2206;Monthly;5
2207;46;Male;Sandals;Footwear;L;Green;Spring; $24.00 ;Bank Transfer;2207;2-Day Shipping;2207;Illinois;2207;Weekly;4.2
2208;69;Male;Handbag;Accessories;M;Gray;Fall; $26.00 ;PayPal;2208;2-Day Shipping;2208;New Mexico;2208;Bi-Weekly;4.4
2209;28;Male;Scarf;Accessories;XL;Violet;Summer; $55.00 ;Venmo;2209;Free Shipping;2209;Colorado;2209;Bi-Weekly;3.2
2210;42;Male;Sandals;Footwear;XL;Beige;Summer; $96.00 ;Debit Card;2210;Express;2210;Utah;2210;Weekly;4.6
2211;30;Male;Sunglasses;Accessories;M;Orange;Summer; $89.00 ;Cash;2211;Standard;2211;Virginia;2211;Annually;4
2212;50;Male;Sweater;Clothing;L;Purple;Winter; $88.00 ;PayPal;2212;Standard;2212;Maine;2212;Quarterly;3.7
2213;59;Male;Pants;Clothing;M;Brown;Winter; $51.00 ;Cash;2213;Store Pickup;2213;Nebraska;2213;Annually;2.6
2214;54;Male;Hat;Accessories;M;Maroon;Fall; $90.00 ;Venmo;2214;Store Pickup;2214;Hawaii;2214;Fortnightly;3
2215;50;Male;Belt;Accessories;L;Gold;Fall; $42.00 ;Bank Transfer;2215;Standard;2215;Idaho;2215;Weekly;3
2216;25;Male;Sandals;Footwear;M;Indigo;Winter; $30.00 ;Venmo;2216;Next Day Air;2216;West Virginia;2216;Monthly;3.7
2217;41;Male;Pants;Clothing;XL;Silver;Winter; $23.00 ;Bank Transfer;2217;Standard;2217;Vermont;2217;Monthly;4.8
2218;35;Male;Jewelry;Accessories;XL;Red;Fall; $63.00 ;Cash;2218;Free Shipping;2218;Indiana;2218;Weekly;4.4
2219;67;Male;Sunglasses;Accessories;M;Magenta;Winter; $86.00 ;Credit Card;2219;Express;2219;Idaho;2219;Bi-Weekly;3.2
2220;33;Male;Blouse;Clothing;S;Purple;Fall; $34.00 ;Cash;2220;Standard;2220;Minnesota;2220;Monthly;2.7
2221;19;Male;Belt;Accessories;XL;Beige;Fall; $83.00 ;Credit Card;2221;Free Shipping;2221;Wyoming;2221;Quarterly;4.6
2222;25;Male;Shorts;Clothing;XL;White;Fall; $28.00 ;Credit Card;2222;Express;2222;Kansas;2222;Monthly;3.4
2223;32;Male;Pants;Clothing;M;Teal;Summer; $91.00 ;Venmo;2223;Express;2223;Georgia;2223;Fortnightly;3.7
2224;30;Male;Sandals;Footwear;M;Gray;Fall; $62.00 ;Cash;2224;Next Day Air;2224;Kansas;2224;Monthly;4.7
2225;18;Male;Gloves;Accessories;L;Charcoal;Winter; $39.00 ;Debit Card;2225;2-Day Shipping;2225;Nebraska;2225;Weekly;4.3
2226;38;Male;Belt;Accessories;S;Olive;Spring; $67.00 ;Cash;2226;Store Pickup;2226;Washington;2226;Quarterly;3.5
2227;22;Male;Shirt;Clothing;L;Blue;Spring; $22.00 ;Debit Card;2227;Store Pickup;2227;Missouri;2227;Quarterly;2.9
2228;40;Male;Scarf;Accessories;S;Gray;Summer; $69.00 ;Bank Transfer;2228;Free Shipping;2228;Washington;2228;Bi-Weekly;4
2229;54;Male;Gloves;Accessories;M;Green;Fall; $36.00 ;Credit Card;2229;Free Shipping;2229;Kansas;2229;Quarterly;4.7
2230;70;Male;Pants;Clothing;M;Silver;Fall; $48.00 ;Bank Transfer;2230;Next Day Air;2230;Minnesota;2230;Bi-Weekly;4.5
2231;52;Male;Sneakers;Footwear;S;Teal;Spring; $35.00 ;Bank Transfer;2231;Express;2231;Colorado;2231;Every 3 Months;3.6
2232;34;Male;Jacket;Outerwear;M;Beige;Fall; $71.00 ;Venmo;2232;Free Shipping;2232;Utah;2232;Every 3 Months;4
2233;65;Male;Shoes;Footwear;L;Lavender;Spring; $56.00 ;Credit Card;2233;Free Shipping;2233;North Carolina;2233;Bi-Weekly;3.2
2234;38;Male;Blouse;Clothing;XL;Gray;Summer; $23.00 ;Bank Transfer;2234;Next Day Air;2234;Florida;2234;Every 3 Months;4.3
2235;35;Male;Boots;Footwear;S;Yellow;Winter; $84.00 ;Venmo;2235;Next Day Air;2235;New Hampshire;2235;Monthly;4.1
2236;40;Male;Socks;Clothing;M;Gray;Spring; $49.00 ;Venmo;2236;Express;2236;Illinois;2236;Fortnightly;3
2237;23;Male;T-shirt;Clothing;M;Yellow;Winter; $80.00 ;PayPal;2237;Next Day Air;2237;Louisiana;2237;Weekly;3.1
2238;45;Male;Sandals;Footwear;S;Black;Summer; $64.00 ;Debit Card;2238;2-Day Shipping;2238;Alabama;2238;Fortnightly;2.9
2239;40;Male;Sneakers;Footwear;L;Beige;Winter; $31.00 ;Credit Card;2239;Store Pickup;2239;Florida;2239;Annually;4
2240;42;Male;Jewelry;Accessories;L;Indigo;Summer; $29.00 ;Debit Card;2240;Standard;2240;Alabama;2240;Every 3 Months;2.9
2241;57;Male;Sandals;Footwear;L;Green;Winter; $76.00 ;Cash;2241;Store Pickup;2241;California;2241;Quarterly;3.2
2242;18;Male;Jacket;Outerwear;M;Purple;Summer; $34.00 ;Cash;2242;Standard;2242;Maryland;2242;Weekly;4.3
2243;18;Male;Skirt;Clothing;M;Orange;Spring; $47.00 ;Debit Card;2243;Next Day Air;2243;Nevada;2243;Monthly;3
2244;56;Male;Shirt;Clothing;M;Teal;Winter; $47.00 ;Bank Transfer;2244;2-Day Shipping;2244;Massachusetts;2244;Bi-Weekly;3.3
2245;35;Male;Shorts;Clothing;M;Gold;Summer; $31.00 ;Venmo;2245;2-Day Shipping;2245;South Carolina;2245;Annually;4.1
2246;49;Male;Socks;Clothing;L;Gray;Fall; $46.00 ;Bank Transfer;2246;Express;2246;Delaware;2246;Every 3 Months;4.2
2247;49;Male;Jacket;Outerwear;M;Cyan;Fall; $76.00 ;Cash;2247;Express;2247;Hawaii;2247;Annually;4.2
2248;34;Male;Jewelry;Accessories;L;Teal;Summer; $89.00 ;Venmo;2248;2-Day Shipping;2248;Florida;2248;Weekly;2.7
2249;63;Male;T-shirt;Clothing;M;Violet;Winter; $64.00 ;Bank Transfer;2249;Next Day Air;2249;Rhode Island;2249;Quarterly;3.3
2250;42;Male;Gloves;Accessories;XL;Indigo;Spring; $50.00 ;Credit Card;2250;2-Day Shipping;2250;Wyoming;2250;Every 3 Months;3
2251;41;Male;Shoes;Footwear;L;Pink;Summer; $78.00 ;Bank Transfer;2251;Next Day Air;2251;Colorado;2251;Every 3 Months;3
2252;26;Male;Shoes;Footwear;L;Gold;Fall; $37.00 ;Venmo;2252;Store Pickup;2252;Virginia;2252;Fortnightly;3.9
2253;48;Male;Shoes;Footwear;S;Maroon;Summer; $25.00 ;Debit Card;2253;Free Shipping;2253;Nebraska;2253;Quarterly;2.9
2254;62;Male;Hoodie;Clothing;M;Brown;Spring; $89.00 ;Bank Transfer;2254;Standard;2254;Oklahoma;2254;Annually;4
2255;24;Male;Belt;Accessories;M;Gold;Winter; $51.00 ;Debit Card;2255;2-Day Shipping;2255;North Dakota;2255;Monthly;3.3
2256;48;Male;Coat;Outerwear;L;Teal;Spring; $95.00 ;Debit Card;2256;2-Day Shipping;2256;Michigan;2256;Annually;3.4
2257;31;Male;Blouse;Clothing;M;Turquoise;Fall; $47.00 ;Debit Card;2257;Next Day Air;2257;California;2257;Annually;4.5
2258;41;Male;Skirt;Clothing;L;Olive;Fall; $30.00 ;Venmo;2258;Free Shipping;2258;Tennessee;2258;Monthly;3.6
2259;24;Male;T-shirt;Clothing;L;Cyan;Winter; $76.00 ;Venmo;2259;Store Pickup;2259;Ohio;2259;Quarterly;3.9
2260;60;Male;Jeans;Clothing;XL;Beige;Spring; $21.00 ;Debit Card;2260;Free Shipping;2260;Florida;2260;Bi-Weekly;4.6
2261;38;Male;Scarf;Accessories;M;Blue;Fall; $98.00 ;Debit Card;2261;Next Day Air;2261;Missouri;2261;Annually;3.3
2262;58;Male;Backpack;Accessories;L;Gold;Spring; $64.00 ;Cash;2262;2-Day Shipping;2262;South Carolina;2262;Every 3 Months;4.8
2263;53;Male;Backpack;Accessories;M;Green;Winter; $68.00 ;Credit Card;2263;2-Day Shipping;2263;Arizona;2263;Fortnightly;5
2264;44;Male;Scarf;Accessories;XL;Green;Winter; $50.00 ;Credit Card;2264;Standard;2264;Indiana;2264;Fortnightly;4.2
2265;51;Male;Hat;Accessories;M;Turquoise;Summer; $70.00 ;Credit Card;2265;Next Day Air;2265;North Dakota;2265;Weekly;4.9
2266;36;Male;Coat;Outerwear;XL;Yellow;Fall; $98.00 ;Cash;2266;Free Shipping;2266;Montana;2266;Annually;3
2267;20;Male;Dress;Clothing;M;Yellow;Fall; $98.00 ;PayPal;2267;Express;2267;Missouri;2267;Every 3 Months;3.3
2268;32;Male;Gloves;Accessories;S;Blue;Spring; $72.00 ;PayPal;2268;Express;2268;Kentucky;2268;Bi-Weekly;3.8
2269;66;Male;Sweater;Clothing;L;Charcoal;Spring; $77.00 ;Credit Card;2269;Next Day Air;2269;Georgia;2269;Quarterly;3.4
2270;49;Male;Skirt;Clothing;M;Yellow;Fall; $33.00 ;Cash;2270;Next Day Air;2270;Kentucky;2270;Quarterly;3
2271;27;Male;Blouse;Clothing;L;Purple;Spring; $44.00 ;PayPal;2271;Store Pickup;2271;Georgia;2271;Fortnightly;3
2272;29;Male;Dress;Clothing;M;Green;Summer; $41.00 ;Credit Card;2272;Standard;2272;Alaska;2272;Quarterly;4.8
2273;29;Male;Jacket;Outerwear;L;Charcoal;Spring; $32.00 ;PayPal;2273;2-Day Shipping;2273;Maine;2273;Bi-Weekly;4.3
2274;55;Male;Coat;Outerwear;L;Silver;Winter; $26.00 ;Debit Card;2274;Free Shipping;2274;New Mexico;2274;Bi-Weekly;2.6
2275;57;Male;Dress;Clothing;L;Turquoise;Spring; $36.00 ;Bank Transfer;2275;Next Day Air;2275;New York;2275;Bi-Weekly;3.2
2276;29;Male;Shorts;Clothing;M;Gray;Winter; $81.00 ;PayPal;2276;Free Shipping;2276;Oklahoma;2276;Fortnightly;4.3
2277;31;Male;Jeans;Clothing;L;Red;Summer; $23.00 ;Debit Card;2277;Standard;2277;Wyoming;2277;Monthly;4.6
2278;25;Male;Hat;Accessories;M;Beige;Summer; $26.00 ;Venmo;2278;Free Shipping;2278;Alabama;2278;Quarterly;3.6
2279;61;Male;Gloves;Accessories;M;Maroon;Fall; $30.00 ;PayPal;2279;2-Day Shipping;2279;Maryland;2279;Weekly;3.3
2280;53;Male;Sneakers;Footwear;L;Indigo;Spring; $71.00 ;Bank Transfer;2280;Store Pickup;2280;West Virginia;2280;Weekly;3.4
2281;22;Male;Shoes;Footwear;M;Red;Summer; $58.00 ;Bank Transfer;2281;Express;2281;Kentucky;2281;Fortnightly;3.9
2282;28;Male;Hoodie;Clothing;XL;Maroon;Summer; $32.00 ;PayPal;2282;Express;2282;Kansas;2282;Fortnightly;4.1
2283;18;Male;Sneakers;Footwear;S;Red;Fall; $88.00 ;Cash;2283;Next Day Air;2283;Idaho;2283;Quarterly;2.8
2284;44;Male;Handbag;Accessories;S;Black;Winter; $81.00 ;Venmo;2284;Next Day Air;2284;Ohio;2284;Monthly;3.2
2285;32;Male;Blouse;Clothing;XL;Black;Fall; $36.00 ;Cash;2285;2-Day Shipping;2285;Iowa;2285;Weekly;4.9
2286;34;Male;Belt;Accessories;L;Pink;Summer; $93.00 ;Venmo;2286;Store Pickup;2286;Michigan;2286;Annually;4
2287;67;Male;Socks;Clothing;L;Blue;Spring; $51.00 ;Credit Card;2287;Store Pickup;2287;South Dakota;2287;Weekly;3.7
2288;66;Male;Blouse;Clothing;L;Green;Summer; $42.00 ;Venmo;2288;2-Day Shipping;2288;Nebraska;2288;Quarterly;5
2289;28;Male;Jewelry;Accessories;M;Orange;Fall; $93.00 ;PayPal;2289;Standard;2289;California;2289;Fortnightly;3.9
2290;70;Male;Shorts;Clothing;M;Orange;Fall; $86.00 ;Venmo;2290;Standard;2290;Nevada;2290;Monthly;2.9
2291;37;Male;Boots;Footwear;L;Magenta;Winter; $64.00 ;Venmo;2291;2-Day Shipping;2291;Kansas;2291;Bi-Weekly;2.8
2292;28;Male;Coat;Outerwear;M;Indigo;Spring; $72.00 ;Debit Card;2292;Express;2292;Ohio;2292;Weekly;3.5
2293;43;Male;T-shirt;Clothing;S;Beige;Spring; $54.00 ;Debit Card;2293;Standard;2293;Vermont;2293;Bi-Weekly;4.9
2294;37;Male;Sweater;Clothing;L;Green;Fall; $58.00 ;Venmo;2294;Next Day Air;2294;Georgia;2294;Weekly;4.8
2295;54;Male;Sunglasses;Accessories;M;Red;Winter; $87.00 ;PayPal;2295;2-Day Shipping;2295;Maryland;2295;Weekly;4.7
2296;50;Male;Hat;Accessories;L;Beige;Spring; $89.00 ;Debit Card;2296;Free Shipping;2296;Connecticut;2296;Weekly;3.1
2297;46;Male;Gloves;Accessories;M;Green;Fall; $68.00 ;Debit Card;2297;2-Day Shipping;2297;Washington;2297;Monthly;4.7
2298;60;Male;Socks;Clothing;M;Orange;Summer; $28.00 ;Bank Transfer;2298;Free Shipping;2298;California;2298;Annually;3.8
2299;40;Male;Handbag;Accessories;L;Cyan;Spring; $70.00 ;Bank Transfer;2299;Express;2299;Montana;2299;Every 3 Months;3.1
2300;64;Male;Coat;Outerwear;M;Violet;Summer; $48.00 ;Venmo;2300;2-Day Shipping;2300;Idaho;2300;Bi-Weekly;3.6
2301;18;Male;Coat;Outerwear;XL;Lavender;Summer; $21.00 ;Debit Card;2301;Express;2301;Pennsylvania;2301;Quarterly;3.8
2302;37;Male;Pants;Clothing;L;Turquoise;Winter; $77.00 ;Bank Transfer;2302;Free Shipping;2302;Maine;2302;Bi-Weekly;3.5
2303;36;Male;Belt;Accessories;L;Pink;Summer; $27.00 ;Debit Card;2303;Store Pickup;2303;Montana;2303;Weekly;4.4
2304;51;Male;Sunglasses;Accessories;S;Beige;Spring; $22.00 ;Cash;2304;Next Day Air;2304;New Jersey;2304;Quarterly;3.8
2305;26;Male;Hoodie;Clothing;L;Silver;Winter; $29.00 ;Venmo;2305;Next Day Air;2305;Louisiana;2305;Fortnightly;2.8
2306;68;Male;Handbag;Accessories;M;Gold;Summer; $24.00 ;PayPal;2306;Next Day Air;2306;Maine;2306;Monthly;4.9
2307;27;Male;Gloves;Accessories;L;Silver;Winter; $71.00 ;Cash;2307;Standard;2307;Florida;2307;Quarterly;3.1
2308;28;Male;Skirt;Clothing;L;Green;Fall; $47.00 ;PayPal;2308;Express;2308;Missouri;2308;Weekly;3
2309;49;Male;Sunglasses;Accessories;M;Teal;Winter; $20.00 ;Bank Transfer;2309;Express;2309;North Dakota;2309;Every 3 Months;4.9
2310;70;Male;Dress;Clothing;S;Gold;Fall; $71.00 ;Debit Card;2310;Free Shipping;2310;Connecticut;2310;Monthly;4.1
2311;30;Male;Gloves;Accessories;M;Cyan;Spring; $33.00 ;Cash;2311;Standard;2311;Virginia;2311;Quarterly;2.9
2312;27;Male;Sneakers;Footwear;L;Gold;Spring; $99.00 ;Credit Card;2312;Express;2312;Montana;2312;Monthly;4.8
2313;19;Male;T-shirt;Clothing;L;Violet;Summer; $44.00 ;Debit Card;2313;Express;2313;Vermont;2313;Weekly;3.2
2314;64;Male;Dress;Clothing;M;Black;Summer; $24.00 ;PayPal;2314;Standard;2314;Georgia;2314;Bi-Weekly;3.9
2315;42;Male;Handbag;Accessories;XL;Brown;Winter; $50.00 ;Venmo;2315;Standard;2315;Virginia;2315;Monthly;4.5
2316;69;Male;Socks;Clothing;M;Indigo;Winter; $30.00 ;Debit Card;2316;Standard;2316;Vermont;2316;Fortnightly;3.8
2317;28;Male;Sneakers;Footwear;L;Yellow;Winter; $45.00 ;PayPal;2317;Standard;2317;Montana;2317;Quarterly;3.5
2318;47;Male;Jacket;Outerwear;M;Purple;Summer; $71.00 ;Venmo;2318;Free Shipping;2318;New Jersey;2318;Every 3 Months;4
2319;69;Male;Hoodie;Clothing;L;White;Spring; $83.00 ;Venmo;2319;Express;2319;Wyoming;2319;Weekly;3.2
2320;56;Male;Sandals;Footwear;XL;Turquoise;Winter; $88.00 ;Venmo;2320;Standard;2320;Maine;2320;Annually;4.1
2321;28;Male;Shoes;Footwear;M;Olive;Spring; $94.00 ;Credit Card;2321;Express;2321;New Mexico;2321;Bi-Weekly;4
2322;50;Male;Sandals;Footwear;M;Beige;Winter; $41.00 ;Venmo;2322;Next Day Air;2322;Colorado;2322;Weekly;3.5
2323;39;Male;Coat;Outerwear;S;Lavender;Spring; $54.00 ;Venmo;2323;Express;2323;Connecticut;2323;Annually;3.3
2324;35;Male;Gloves;Accessories;L;White;Winter; $69.00 ;Credit Card;2324;Free Shipping;2324;Maryland;2324;Quarterly;2.7
2325;59;Male;Coat;Outerwear;L;Brown;Winter; $20.00 ;Venmo;2325;Free Shipping;2325;Oregon;2325;Annually;4.2
2326;44;Male;Boots;Footwear;M;Charcoal;Summer; $79.00 ;Credit Card;2326;Standard;2326;New York;2326;Monthly;4.2
2327;66;Male;Skirt;Clothing;L;Maroon;Winter; $98.00 ;Bank Transfer;2327;Standard;2327;Oklahoma;2327;Bi-Weekly;4.7
2328;20;Male;Skirt;Clothing;M;Red;Winter; $91.00 ;Credit Card;2328;Free Shipping;2328;Alabama;2328;Every 3 Months;3.3
2329;45;Male;Pants;Clothing;M;Maroon;Fall; $85.00 ;PayPal;2329;Next Day Air;2329;North Dakota;2329;Quarterly;2.6
2330;49;Male;Hat;Accessories;S;Teal;Spring; $43.00 ;Credit Card;2330;Next Day Air;2330;Nebraska;2330;Weekly;3.9
2331;60;Male;Backpack;Accessories;L;Orange;Summer; $51.00 ;Cash;2331;Express;2331;Arizona;2331;Weekly;3.1
2332;61;Male;Scarf;Accessories;S;Olive;Spring; $77.00 ;PayPal;2332;Free Shipping;2332;Illinois;2332;Quarterly;4.2
2333;36;Male;Scarf;Accessories;XL;Olive;Fall; $82.00 ;Bank Transfer;2333;Express;2333;South Carolina;2333;Every 3 Months;3.7
2334;33;Male;Shirt;Clothing;M;Beige;Spring; $77.00 ;Venmo;2334;Express;2334;Kansas;2334;Annually;3.6
2335;49;Male;Boots;Footwear;L;Green;Summer; $100.00 ;Credit Card;2335;2-Day Shipping;2335;Kansas;2335;Monthly;2.8
2336;31;Male;Coat;Outerwear;M;Black;Summer; $57.00 ;Venmo;2336;Store Pickup;2336;Idaho;2336;Quarterly;3.6
2337;19;Male;Belt;Accessories;M;Green;Winter; $51.00 ;Debit Card;2337;Standard;2337;California;2337;Fortnightly;4.7
2338;39;Male;Boots;Footwear;S;Violet;Fall; $79.00 ;Bank Transfer;2338;2-Day Shipping;2338;North Dakota;2338;Weekly;3.4
2339;66;Male;Sneakers;Footwear;S;Silver;Fall; $32.00 ;Bank Transfer;2339;Next Day Air;2339;Georgia;2339;Fortnightly;4.6
2340;25;Male;Shirt;Clothing;L;Maroon;Spring; $73.00 ;Venmo;2340;Free Shipping;2340;Illinois;2340;Fortnightly;4.6
2341;63;Male;Blouse;Clothing;M;Cyan;Summer; $83.00 ;Credit Card;2341;Standard;2341;Delaware;2341;Fortnightly;3.4
2342;56;Male;Jacket;Outerwear;L;Teal;Summer; $72.00 ;Credit Card;2342;Next Day Air;2342;Connecticut;2342;Annually;3.2
2343;20;Male;Skirt;Clothing;M;Olive;Fall; $74.00 ;Credit Card;2343;Store Pickup;2343;Tennessee;2343;Bi-Weekly;3
2344;58;Male;Socks;Clothing;M;Red;Summer; $59.00 ;PayPal;2344;Store Pickup;2344;Maryland;2344;Quarterly;2.7
2345;34;Male;Sandals;Footwear;XL;Lavender;Fall; $71.00 ;PayPal;2345;Standard;2345;Rhode Island;2345;Monthly;4
2346;28;Male;T-shirt;Clothing;S;Orange;Winter; $83.00 ;Debit Card;2346;Express;2346;New York;2346;Bi-Weekly;3.9
2347;22;Male;Jacket;Outerwear;L;Brown;Winter; $79.00 ;Bank Transfer;2347;Next Day Air;2347;New Mexico;2347;Bi-Weekly;3.4
2348;37;Male;Belt;Accessories;S;Gray;Fall; $92.00 ;Venmo;2348;2-Day Shipping;2348;California;2348;Monthly;3.4
2349;54;Male;Shoes;Footwear;M;Orange;Spring; $73.00 ;Cash;2349;Next Day Air;2349;Maine;2349;Fortnightly;2.6
2350;65;Male;Blouse;Clothing;M;Orange;Fall; $43.00 ;Cash;2350;Store Pickup;2350;New York;2350;Annually;4.9
2351;57;Male;Shoes;Footwear;M;Turquoise;Winter; $78.00 ;PayPal;2351;Store Pickup;2351;Hawaii;2351;Monthly;4
2352;38;Male;Sweater;Clothing;S;Cyan;Fall; $97.00 ;Bank Transfer;2352;Express;2352;New Hampshire;2352;Monthly;3.9
2353;70;Male;Boots;Footwear;M;Yellow;Fall; $23.00 ;Cash;2353;Free Shipping;2353;Nebraska;2353;Bi-Weekly;4.6
2354;56;Male;Handbag;Accessories;M;White;Fall; $74.00 ;Venmo;2354;Free Shipping;2354;Montana;2354;Weekly;2.5
2355;56;Male;Blouse;Clothing;M;Blue;Summer; $83.00 ;Cash;2355;Express;2355;Wisconsin;2355;Monthly;4.7
2356;22;Male;Skirt;Clothing;S;Purple;Winter; $46.00 ;Bank Transfer;2356;Next Day Air;2356;Tennessee;2356;Bi-Weekly;3.4
2357;57;Male;Backpack;Accessories;M;Gray;Summer; $61.00 ;Credit Card;2357;Express;2357;Montana;2357;Annually;3.8
2358;53;Male;Shirt;Clothing;L;Cyan;Fall; $74.00 ;Cash;2358;Express;2358;Michigan;2358;Weekly;2.8
2359;53;Male;Sweater;Clothing;L;Pink;Spring; $66.00 ;Debit Card;2359;Store Pickup;2359;Texas;2359;Weekly;4.1
2360;19;Male;Scarf;Accessories;S;Gold;Spring; $51.00 ;Credit Card;2360;Store Pickup;2360;Pennsylvania;2360;Fortnightly;2.6
2361;49;Male;Handbag;Accessories;L;Silver;Fall; $40.00 ;PayPal;2361;2-Day Shipping;2361;New York;2361;Fortnightly;3.6
2362;44;Male;Scarf;Accessories;M;Gray;Spring; $78.00 ;Cash;2362;Free Shipping;2362;Alabama;2362;Bi-Weekly;3.4
2363;27;Male;Jeans;Clothing;M;Brown;Fall; $90.00 ;Venmo;2363;Express;2363;Virginia;2363;Quarterly;4.9
2364;60;Male;Socks;Clothing;XL;Pink;Winter; $94.00 ;Bank Transfer;2364;Standard;2364;Pennsylvania;2364;Weekly;2.5
2365;62;Male;Sunglasses;Accessories;L;Maroon;Winter; $87.00 ;Debit Card;2365;2-Day Shipping;2365;Mississippi;2365;Fortnightly;3.8
2366;52;Male;Sneakers;Footwear;S;Peach;Winter; $69.00 ;Bank Transfer;2366;Express;2366;Wyoming;2366;Monthly;2.6
2367;30;Male;Shoes;Footwear;L;Brown;Winter; $41.00 ;Cash;2367;Next Day Air;2367;New Mexico;2367;Monthly;3.4
2368;66;Male;Socks;Clothing;L;Green;Winter; $65.00 ;Credit Card;2368;Express;2368;North Dakota;2368;Every 3 Months;4.5
2369;29;Male;Sunglasses;Accessories;M;Lavender;Summer; $80.00 ;Debit Card;2369;Standard;2369;New Jersey;2369;Bi-Weekly;4.4
2370;24;Male;Sweater;Clothing;M;Cyan;Winter; $77.00 ;Venmo;2370;Express;2370;Vermont;2370;Every 3 Months;3.2
2371;51;Male;Shoes;Footwear;M;Black;Spring; $85.00 ;Debit Card;2371;Express;2371;Alaska;2371;Weekly;4
2372;67;Male;Socks;Clothing;M;Charcoal;Winter; $62.00 ;Credit Card;2372;Next Day Air;2372;Indiana;2372;Monthly;3.7
2373;50;Male;Boots;Footwear;XL;Silver;Spring; $98.00 ;Bank Transfer;2373;Standard;2373;Alabama;2373;Bi-Weekly;4.1
2374;37;Male;Hoodie;Clothing;M;Gray;Spring; $85.00 ;Venmo;2374;Express;2374;Michigan;2374;Bi-Weekly;4.6
2375;69;Male;Gloves;Accessories;L;Peach;Winter; $88.00 ;Venmo;2375;Express;2375;Washington;2375;Weekly;4.5
2376;60;Male;Backpack;Accessories;L;Peach;Fall; $87.00 ;Credit Card;2376;Express;2376;Virginia;2376;Annually;4.2
2377;21;Male;Gloves;Accessories;XL;Cyan;Spring; $23.00 ;Cash;2377;Express;2377;Tennessee;2377;Quarterly;3.9
2378;44;Male;Blouse;Clothing;L;Magenta;Fall; $37.00 ;Credit Card;2378;Express;2378;South Dakota;2378;Weekly;4
2379;26;Male;Scarf;Accessories;L;Teal;Summer; $47.00 ;Bank Transfer;2379;Next Day Air;2379;New Hampshire;2379;Every 3 Months;2.6
2380;40;Male;Hat;Accessories;M;Peach;Spring; $27.00 ;Credit Card;2380;Standard;2380;South Dakota;2380;Fortnightly;3.5
2381;41;Male;Scarf;Accessories;M;Black;Fall; $24.00 ;Credit Card;2381;Store Pickup;2381;Pennsylvania;2381;Quarterly;2.7
2382;62;Male;Sandals;Footwear;M;Teal;Summer; $67.00 ;Venmo;2382;Free Shipping;2382;Wisconsin;2382;Annually;2.6
2383;39;Male;Sweater;Clothing;M;Turquoise;Spring; $71.00 ;Debit Card;2383;Store Pickup;2383;California;2383;Weekly;3.9
2384;53;Male;Backpack;Accessories;L;Gold;Spring; $59.00 ;Debit Card;2384;Store Pickup;2384;Rhode Island;2384;Bi-Weekly;2.8
2385;24;Male;Blouse;Clothing;L;Green;Winter; $30.00 ;PayPal;2385;Free Shipping;2385;Alabama;2385;Fortnightly;4.9
2386;41;Male;Scarf;Accessories;M;Brown;Fall; $90.00 ;Cash;2386;Next Day Air;2386;Oklahoma;2386;Monthly;2.8
2387;19;Male;Socks;Clothing;L;Blue;Summer; $79.00 ;Credit Card;2387;Standard;2387;Illinois;2387;Annually;3.9
2388;36;Male;Hat;Accessories;M;Gold;Summer; $37.00 ;Credit Card;2388;Free Shipping;2388;Tennessee;2388;Annually;3
2389;21;Male;Dress;Clothing;M;Peach;Fall; $21.00 ;Venmo;2389;Store Pickup;2389;Alabama;2389;Fortnightly;3.8
2390;25;Male;Coat;Outerwear;M;Violet;Spring; $23.00 ;Bank Transfer;2390;Express;2390;Kansas;2390;Weekly;3.7
2391;65;Male;Shirt;Clothing;XL;Yellow;Winter; $71.00 ;PayPal;2391;Next Day Air;2391;Arizona;2391;Monthly;3.4
2392;42;Male;Shirt;Clothing;M;Black;Winter; $75.00 ;PayPal;2392;2-Day Shipping;2392;Michigan;2392;Monthly;3.7
2393;40;Male;Jeans;Clothing;L;Silver;Spring; $27.00 ;Cash;2393;Store Pickup;2393;Missouri;2393;Annually;3.5
2394;58;Male;Socks;Clothing;M;Brown;Winter; $97.00 ;Debit Card;2394;2-Day Shipping;2394;Louisiana;2394;Annually;4.2
2395;40;Male;Sandals;Footwear;L;Peach;Fall; $94.00 ;Credit Card;2395;2-Day Shipping;2395;Connecticut;2395;Every 3 Months;3.9
2396;62;Male;Blouse;Clothing;M;Cyan;Winter; $55.00 ;Debit Card;2396;Standard;2396;Connecticut;2396;Weekly;4.4
2397;38;Male;Shirt;Clothing;M;Olive;Spring; $84.00 ;Credit Card;2397;Store Pickup;2397;Oregon;2397;Bi-Weekly;2.9
2398;37;Male;Sunglasses;Accessories;L;Black;Fall; $66.00 ;Cash;2398;Store Pickup;2398;West Virginia;2398;Annually;4.5
2399;65;Male;Jacket;Outerwear;M;Orange;Winter; $31.00 ;Bank Transfer;2399;Store Pickup;2399;Florida;2399;Monthly;3.1
2400;55;Male;Dress;Clothing;L;Beige;Spring; $42.00 ;Debit Card;2400;Standard;2400;New Hampshire;2400;Annually;4.6
