Transaction_ID;Purchase_Amount__USD_;Payment_Method;Review_Rating
1471; $85.00 ;Debit Card;4.3
1472; $76.00 ;Debit Card;2.6
1473; $36.00 ;Cash;3.4
1474; $26.00 ;Cash;4.1
1475; $63.00 ;PayPal;4.4
1476; $30.00 ;Credit Card;4.5
1477; $52.00 ;Credit Card;2.9
1478; $42.00 ;Credit Card;3.1
1479; $58.00 ;Bank Transfer;3.0
1480; $95.00 ;Bank Transfer;2.5
1481; $45.00 ;Bank Transfer;4.3
1482; $48.00 ;Credit Card;4.8
1483; $57.00 ;Bank Transfer;4.7
1484; $30.00 ;Debit Card;3.6
1485; $65.00 ;Cash;3.2
1486; $77.00 ;Credit Card;2.9
1487; $68.00 ;Debit Card;3.7
1488; $63.00 ;PayPal;2.9
1489; $95.00 ;Bank Transfer;4.5
1490; $76.00 ;PayPal;2.6
1491; $73.00 ;Credit Card;4.0
1492; $94.00 ;Venmo;3.1
1493; $53.00 ;Credit Card;3.1
1494; $91.00 ;Venmo;4.2
1495; $49.00 ;Venmo;3.2
1496; $48.00 ;Debit Card;3.4
1497; $28.00 ;Bank Transfer;3.1
1498; $50.00 ;Bank Transfer;3.7
1499; $43.00 ;Debit Card;3.1
1500; $64.00 ;Credit Card;4.8
1501; $30.00 ;Debit Card;3.5
1502; $71.00 ;Bank Transfer;3.5
1503; $25.00 ;Bank Transfer;3.6
1504; $64.00 ;PayPal;4.6
1505; $91.00 ;Venmo;2.9
1506; $31.00 ;Bank Transfer;4.2
1507; $92.00 ;PayPal;3.7
1508; $51.00 ;Debit Card;4.3
1509; $20.00 ;Cash;2.6
1510; $68.00 ;Cash;4.0
1511; $29.00 ;Venmo;4.2
1512; $35.00 ;Venmo;3.2
1513; $39.00 ;Cash;4.5
1514; $36.00 ;PayPal;3.9
1515; $69.00 ;Debit Card;4.7
1516; $66.00 ;PayPal;3.2
1517; $24.00 ;Debit Card;4.6
1518; $33.00 ;Cash;4.4
1519; $79.00 ;Debit Card;5.0
1520; $67.00 ;Debit Card;3.7
1521; $39.00 ;Cash;2.6
1522; $41.00 ;Venmo;2.9
1523; $26.00 ;Credit Card;3.7
1524; $83.00 ;Cash;4.0
1525; $87.00 ;PayPal;4.8
1526; $33.00 ;Debit Card;2.7
1527; $95.00 ;Debit Card;3.8
1528; $74.00 ;PayPal;2.8
1529; $52.00 ;Cash;4.2
1530; $34.00 ;Debit Card;4.2
1531; $85.00 ;Cash;4.2
1532; $48.00 ;PayPal;4.4
1533; $64.00 ;Debit Card;3.7
1534; $42.00 ;PayPal;2.5
1535; $42.00 ;Credit Card;4.0
1536; $100.00 ;Venmo;4.8
1537; $65.00 ;Debit Card;4.3
1538; $31.00 ;PayPal;4.8
1539; $72.00 ;Venmo;4.9
1540; $80.00 ;Cash;2.7
1541; $74.00 ;Bank Transfer;4.1
1542; $28.00 ;PayPal;2.8
1543; $20.00 ;Cash;3.7
1544; $92.00 ;Bank Transfer;3.5
1545; $94.00 ;Credit Card;3.3
1546; $25.00 ;Bank Transfer;4.2
1547; $52.00 ;Credit Card;4.6
1548; $85.00 ;Bank Transfer;4.6
1549; $75.00 ;Credit Card;3.2
1550; $84.00 ;Credit Card;3.4
1551; $60.00 ;Bank Transfer;4.5
1552; $91.00 ;Credit Card;4.7
1553; $68.00 ;Debit Card;4.3
1554; $74.00 ;Bank Transfer;4.1
1555; $31.00 ;Debit Card;3.8
1556; $80.00 ;Cash;2.8
1557; $52.00 ;PayPal;3.8
1558; $67.00 ;Cash;2.6
1559; $90.00 ;PayPal;4.5
1560; $46.00 ;Credit Card;3.9
1561; $72.00 ;Bank Transfer;2.9
1562; $78.00 ;PayPal;3.6
1563; $41.00 ;PayPal;3.8
1564; $74.00 ;PayPal;4.7
1565; $74.00 ;Venmo;2.6
1566; $38.00 ;Cash;4.1
1567; $93.00 ;Cash;4.4
1568; $67.00 ;Bank Transfer;3.9
1569; $87.00 ;Credit Card;3.0
1570; $62.00 ;Credit Card;3.5
1571; $64.00 ;Credit Card;3.8
1572; $41.00 ;Cash;3.9
1573; $82.00 ;Debit Card;4.4
1574; $85.00 ;Credit Card;4.1
1575; $96.00 ;Bank Transfer;4.9
1576; $31.00 ;Credit Card;4.0
1577; $49.00 ;Bank Transfer;2.9
1578; $99.00 ;Cash;4.9
1579; $39.00 ;Credit Card;4.8
1580; $75.00 ;Venmo;2.6
1581; $96.00 ;Venmo;2.5
1582; $20.00 ;Debit Card;4.5
1583; $42.00 ;Venmo;3.2
1584; $35.00 ;PayPal;4.8
1585; $78.00 ;Cash;4.6
1586; $91.00 ;Venmo;3.4
1587; $91.00 ;Debit Card;4.6
1588; $94.00 ;Debit Card;3.0
1589; $92.00 ;Bank Transfer;3.2
1590; $76.00 ;Credit Card;2.5
1591; $80.00 ;Venmo;4.9
1592; $61.00 ;Cash;3.7
1593; $36.00 ;PayPal;4.3
1594; $80.00 ;Credit Card;4.3
1595; $25.00 ;Cash;4.6
1596; $70.00 ;Cash;3.7
1597; $28.00 ;PayPal;4.8
1598; $32.00 ;Credit Card;4.3
1599; $71.00 ;Debit Card;2.7
1600; $96.00 ;Cash;4.0
1601; $21.00 ;Venmo;2.8
1602; $71.00 ;Bank Transfer;3.7
1603; $87.00 ;Venmo;4.2
1604; $71.00 ;Cash;4.3
1605; $44.00 ;Bank Transfer;4.1
1606; $29.00 ;Debit Card;4.6
1607; $88.00 ;Cash;2.9
1608; $84.00 ;Venmo;2.8
1609; $62.00 ;PayPal;3.2
1610; $38.00 ;Debit Card;4.2
1611; $59.00 ;PayPal;2.8
1612; $67.00 ;Cash;2.7
1613; $71.00 ;Credit Card;4.7
1614; $43.00 ;Debit Card;3.6
1615; $59.00 ;Cash;4.4
1616; $78.00 ;Credit Card;4.5
1617; $37.00 ;Bank Transfer;3.4
1618; $34.00 ;Venmo;3.9
1619; $23.00 ;Cash;3.7
1620; $23.00 ;Bank Transfer;4.6
1621; $58.00 ;Cash;3.4
1622; $99.00 ;Credit Card;3.4
1623; $20.00 ;Credit Card;4.8
1624; $46.00 ;Credit Card;3.6
1625; $81.00 ;Debit Card;4.1
1626; $68.00 ;Debit Card;4.4
1627; $82.00 ;Cash;3.4
1628; $44.00 ;PayPal;2.9
1629; $56.00 ;Credit Card;3.1
1630; $57.00 ;Cash;4.3
1631; $73.00 ;Venmo;3.6
1632; $53.00 ;Credit Card;4.3
1633; $41.00 ;Bank Transfer;3.4
1634; $26.00 ;Venmo;3.9
1635; $37.00 ;Venmo;3.9
1636; $32.00 ;Debit Card;3.8
1637; $23.00 ;Venmo;4.4
1638; $95.00 ;Debit Card;3.8
1639; $78.00 ;Venmo;2.8
1640; $52.00 ;Debit Card;3.4
1641; $23.00 ;Cash;3.6
1642; $25.00 ;Venmo;4.3
1643; $98.00 ;PayPal;4.3
1644; $31.00 ;PayPal;4.6
1645; $67.00 ;Bank Transfer;3.7
1646; $76.00 ;Bank Transfer;3.6
1647; $92.00 ;PayPal;4.8
1648; $96.00 ;PayPal;3.2
1649; $92.00 ;Debit Card;3.8
1650; $88.00 ;Credit Card;4.4
1651; $81.00 ;PayPal;4.5
1652; $86.00 ;Venmo;3.4
1653; $90.00 ;Credit Card;2.5
1654; $92.00 ;Debit Card;4.1
1655; $21.00 ;Venmo;2.9
1656; $55.00 ;Venmo;5.0
1657; $82.00 ;Debit Card;4.5
1658; $84.00 ;PayPal;4.9
1659; $39.00 ;Venmo;4.3
1660; $96.00 ;Bank Transfer;2.6
1661; $90.00 ;Cash;3.9
1662; $24.00 ;Credit Card;4.1
1663; $20.00 ;Credit Card;3.9
1664; $70.00 ;Credit Card;4.1
1665; $96.00 ;Bank Transfer;3.5
1666; $60.00 ;PayPal;4.5
1667; $29.00 ;Credit Card;4.2
1668; $70.00 ;Bank Transfer;4.2
1669; $44.00 ;Credit Card;4.6
1670; $48.00 ;Credit Card;2.7
1671; $32.00 ;Venmo;4.0
1672; $45.00 ;Debit Card;3.5
1673; $77.00 ;PayPal;4.2
1674; $47.00 ;Credit Card;3.3
1675; $95.00 ;Venmo;3.7
1676; $35.00 ;Bank Transfer;4.1
1677; $63.00 ;PayPal;3.0
1678; $99.00 ;Venmo;3.5
1679; $84.00 ;Venmo;2.5
1680; $77.00 ;Cash;2.9
1681; $100.00 ;Credit Card;3.0
1682; $91.00 ;Bank Transfer;4.1
1683; $79.00 ;Venmo;4.7
1684; $41.00 ;Cash;2.5
1685; $47.00 ;Cash;4.2
1686; $28.00 ;Venmo;3.7
1687; $72.00 ;Venmo;2.7
1688; $66.00 ;Venmo;3.5
1689; $34.00 ;Debit Card;4.6
1690; $98.00 ;Debit Card;3.0
1691; $90.00 ;PayPal;3.1
1692; $23.00 ;PayPal;4.5
1693; $77.00 ;PayPal;3.7
1694; $93.00 ;Bank Transfer;3.9
1695; $88.00 ;Cash;3.1
1696; $53.00 ;Cash;3.4
1697; $54.00 ;Bank Transfer;4.3
1698; $62.00 ;Cash;4.9
1699; $38.00 ;Bank Transfer;4.0
1700; $56.00 ;Bank Transfer;3.1
1701; $22.00 ;Debit Card;2.9
1702; $65.00 ;Venmo;3.6
1703; $48.00 ;Debit Card;2.9
1704; $64.00 ;PayPal;4.2
1705; $26.00 ;Bank Transfer;4.0
1706; $74.00 ;Credit Card;3.3
1707; $66.00 ;Credit Card;3.4
1708; $95.00 ;Credit Card;3.0
1709; $29.00 ;Bank Transfer;3.0
1710; $22.00 ;Bank Transfer;3.0
1711; $37.00 ;PayPal;4.4
1712; $45.00 ;Credit Card;3.5
1713; $57.00 ;Bank Transfer;4.1
1714; $20.00 ;Debit Card;3.3
1715; $57.00 ;Venmo;4.7
1716; $55.00 ;Debit Card;3.6
1717; $39.00 ;Cash;2.5
1718; $83.00 ;Bank Transfer;4.3
1719; $29.00 ;Cash;3.6
1720; $35.00 ;Debit Card;3.6
1721; $27.00 ;Venmo;5.0
1722; $23.00 ;Debit Card;4.9
1723; $99.00 ;Cash;4.1
1724; $78.00 ;Venmo;3.7
1725; $66.00 ;Debit Card;3.5
1726; $99.00 ;Bank Transfer;4.9
1727; $49.00 ;Bank Transfer;3.9
1728; $56.00 ;Cash;3.3
1729; $32.00 ;Bank Transfer;3.3
1730; $30.00 ;Bank Transfer;2.8
1731; $85.00 ;Debit Card;2.7
1732; $95.00 ;Cash;3.9
1733; $95.00 ;Venmo;4.0
1734; $48.00 ;Debit Card;3.2
1735; $89.00 ;Venmo;4.8
1736; $51.00 ;Debit Card;4.3
1737; $37.00 ;PayPal;3.5
1738; $66.00 ;Credit Card;3.2
1739; $35.00 ;Cash;3.4
1740; $35.00 ;Cash;2.7
1741; $38.00 ;Credit Card;4.5
1742; $58.00 ;Cash;2.7
1743; $22.00 ;Venmo;4.0
1744; $96.00 ;Debit Card;2.7
1745; $94.00 ;Debit Card;2.9
1746; $75.00 ;Bank Transfer;4.5
1747; $29.00 ;Venmo;3.7
1748; $44.00 ;Debit Card;3.2
1749; $54.00 ;Debit Card;3.1
1750; $95.00 ;Venmo;3.1
1751; $42.00 ;Cash;4.2
1752; $29.00 ;Cash;3.4
1753; $98.00 ;Cash;4.2
1754; $23.00 ;PayPal;3.1
1755; $70.00 ;Venmo;3.0
1756; $21.00 ;Cash;3.7
1757; $24.00 ;Venmo;4.6
1758; $63.00 ;Cash;2.5
1759; $56.00 ;Cash;4.6
1760; $28.00 ;PayPal;4.1
1761; $82.00 ;Bank Transfer;5.0
1762; $68.00 ;Venmo;3.5
1763; $63.00 ;Debit Card;2.7
1764; $91.00 ;Venmo;2.8
1765; $43.00 ;Debit Card;4.3
1766; $62.00 ;PayPal;3.8
1767; $91.00 ;Credit Card;3.2
1768; $74.00 ;Venmo;3.1
1769; $24.00 ;Credit Card;4.0
1770; $20.00 ;Credit Card;4.6
1771; $36.00 ;Cash;5.0
1772; $74.00 ;Credit Card;3.8
1773; $63.00 ;Debit Card;5.0
1774; $41.00 ;Credit Card;3.8
1775; $36.00 ;Debit Card;4.2
1776; $28.00 ;Credit Card;3.5
1777; $77.00 ;Credit Card;2.8
1778; $95.00 ;Venmo;4.5
1779; $33.00 ;PayPal;2.7
1780; $27.00 ;Debit Card;2.9
1781; $96.00 ;Bank Transfer;4.0
1782; $99.00 ;Venmo;4.3
1783; $92.00 ;Bank Transfer;4.6
1784; $89.00 ;Credit Card;4.9
1785; $80.00 ;Cash;3.1
1786; $76.00 ;Venmo;3.6
1787; $52.00 ;Credit Card;4.6
1788; $56.00 ;Cash;3.9
1789; $66.00 ;Credit Card;2.7
1790; $92.00 ;Bank Transfer;3.9
1791; $38.00 ;PayPal;3.2
1792; $25.00 ;Credit Card;4.3
1793; $63.00 ;Venmo;4.5
1794; $21.00 ;Bank Transfer;4.2
1795; $81.00 ;Debit Card;3.3
1796; $90.00 ;Venmo;4.2
1797; $25.00 ;Bank Transfer;3.3
1798; $68.00 ;Cash;4.1
1799; $25.00 ;Cash;4.7
1800; $84.00 ;Debit Card;4.4
1801; $31.00 ;Cash;3.9
1802; $22.00 ;Venmo;4.0
1803; $99.00 ;Cash;3.6
1804; $37.00 ;Cash;4.6
1805; $51.00 ;Bank Transfer;5.0
1806; $100.00 ;PayPal;3.0
1807; $30.00 ;PayPal;2.9
1808; $41.00 ;Credit Card;3.5
1809; $91.00 ;Credit Card;3.0
1810; $61.00 ;Cash;3.1
1811; $84.00 ;Bank Transfer;3.3
1812; $30.00 ;Cash;4.5
1813; $25.00 ;Debit Card;4.0
1814; $64.00 ;Credit Card;4.6
1815; $46.00 ;Debit Card;3.1
1816; $24.00 ;PayPal;2.8
1817; $20.00 ;Venmo;3.7
1818; $27.00 ;Cash;3.2
1819; $66.00 ;Venmo;3.2
1820; $27.00 ;Debit Card;3.6
1821; $72.00 ;Cash;4.6
1822; $99.00 ;Cash;3.4
1823; $46.00 ;PayPal;4.8
1824; $92.00 ;Bank Transfer;4.2
1825; $99.00 ;Venmo;3.7
1826; $84.00 ;Debit Card;4.6
1827; $79.00 ;Debit Card;4.6
1828; $97.00 ;Cash;4.2
1829; $99.00 ;Credit Card;4.6
1830; $55.00 ;Credit Card;4.0
1831; $34.00 ;Debit Card;3.6
1832; $52.00 ;Debit Card;3.0
1833; $63.00 ;Credit Card;4.6
1834; $23.00 ;Bank Transfer;3.8
1835; $45.00 ;PayPal;4.8
1836; $56.00 ;Venmo;4.9
1837; $26.00 ;Debit Card;2.5
1838; $63.00 ;Cash;2.6
1839; $67.00 ;PayPal;2.9
1840; $99.00 ;Cash;2.6
1841; $20.00 ;Bank Transfer;5.0
1842; $88.00 ;PayPal;3.1
1843; $71.00 ;Bank Transfer;4.8
1844; $56.00 ;PayPal;2.9
1845; $39.00 ;Credit Card;3.7
1846; $32.00 ;Bank Transfer;2.9
1847; $44.00 ;Debit Card;3.4
1848; $74.00 ;Credit Card;3.9
1849; $96.00 ;Bank Transfer;4.9
1850; $66.00 ;Debit Card;4.1
1851; $25.00 ;Credit Card;3.8
1852; $89.00 ;Credit Card;3.3
1853; $37.00 ;Venmo;4.3
1854; $89.00 ;Venmo;3.0
1855; $70.00 ;Venmo;3.7
1856; $50.00 ;Bank Transfer;3.3
1857; $44.00 ;PayPal;2.6
1858; $84.00 ;PayPal;4.0
1859; $29.00 ;Bank Transfer;4.1
1860; $78.00 ;Bank Transfer;4.4
1861; $61.00 ;Debit Card;3.9
1862; $34.00 ;Debit Card;3.6
1863; $60.00 ;Debit Card;3.4
1864; $60.00 ;Credit Card;2.8
1865; $40.00 ;PayPal;4.2
1866; $33.00 ;Debit Card;2.8
1867; $69.00 ;Credit Card;4.0
1868; $32.00 ;Cash;3.9
1869; $94.00 ;Venmo;4.5
1870; $40.00 ;Venmo;2.7
1871; $99.00 ;PayPal;4.4
1872; $57.00 ;Credit Card;3.8
1873; $67.00 ;Cash;4.1
1874; $71.00 ;Credit Card;4.3
1875; $97.00 ;Credit Card;2.6
1876; $85.00 ;Cash;3.7
1877; $36.00 ;PayPal;3.4
1878; $99.00 ;PayPal;4.0
1879; $63.00 ;Bank Transfer;4.0
1880; $47.00 ;Credit Card;3.8
1881; $62.00 ;Cash;4.3
1882; $66.00 ;Venmo;4.4
1883; $62.00 ;PayPal;4.5
1884; $74.00 ;Venmo;3.1
1885; $97.00 ;Debit Card;2.7
1886; $77.00 ;PayPal;4.8
1887; $33.00 ;Debit Card;3.7
1888; $51.00 ;Cash;2.9
1889; $81.00 ;Venmo;3.3
1890; $57.00 ;Debit Card;3.0
1891; $20.00 ;Cash;4.0
1892; $20.00 ;Venmo;4.9
1893; $48.00 ;Bank Transfer;4.6
1894; $21.00 ;Bank Transfer;4.0
1895; $46.00 ;Bank Transfer;3.4
1896; $46.00 ;Debit Card;3.4
1897; $73.00 ;Credit Card;4.6
1898; $21.00 ;Credit Card;3.8
1899; $73.00 ;Cash;3.8
1900; $70.00 ;Debit Card;4.3
1901; $29.00 ;Credit Card;3.4
1902; $72.00 ;PayPal;4.5
1903; $59.00 ;Bank Transfer;2.7
1904; $88.00 ;Venmo;2.6
1905; $56.00 ;PayPal;3.3
1906; $24.00 ;Credit Card;2.9
1907; $99.00 ;Cash;4.1
1908; $53.00 ;Bank Transfer;4.6
1909; $38.00 ;Credit Card;4.4
1910; $20.00 ;Credit Card;3.9
1911; $55.00 ;Cash;4.9
1912; $56.00 ;Venmo;4.7
1913; $43.00 ;Debit Card;3.2
1914; $48.00 ;Credit Card;3.1
1915; $52.00 ;PayPal;4.0
1916; $55.00 ;Debit Card;5.0
1917; $26.00 ;Venmo;3.1
1918; $25.00 ;Venmo;3.1
1919; $68.00 ;Venmo;2.6
1920; $100.00 ;Bank Transfer;4.4
1921; $28.00 ;Debit Card;2.8
1922; $71.00 ;PayPal;4.5
1923; $89.00 ;Cash;2.9
1924; $28.00 ;Credit Card;3.6
1925; $82.00 ;Venmo;2.9
1926; $67.00 ;Credit Card;4.5
1927; $80.00 ;Credit Card;2.9
1928; $74.00 ;PayPal;4.8
1929; $45.00 ;Credit Card;4.5
1930; $64.00 ;Cash;4.4
1931; $42.00 ;Venmo;4.2
1932; $62.00 ;Bank Transfer;3.2
1933; $45.00 ;Credit Card;3.5
1934; $26.00 ;Bank Transfer;4.6
1935; $21.00 ;Credit Card;3.9
1936; $93.00 ;Cash;4.6
1937; $97.00 ;Venmo;3.4
1938; $33.00 ;PayPal;2.9
1939; $22.00 ;PayPal;3.7
1940; $59.00 ;Venmo;2.9
1941; $96.00 ;Cash;4.6
1942; $66.00 ;Credit Card;2.5
1943; $32.00 ;Bank Transfer;4.0
1944; $98.00 ;Debit Card;3.2
1945; $51.00 ;Debit Card;5.0
1946; $33.00 ;PayPal;4.6
1947; $92.00 ;Debit Card;3.8
1948; $71.00 ;Debit Card;3.9
1949; $85.00 ;Credit Card;2.6
1950; $92.00 ;Debit Card;3.3
1951; $54.00 ;PayPal;3.6
1952; $92.00 ;Credit Card;4.7
1953; $28.00 ;Debit Card;2.9
1954; $100.00 ;Bank Transfer;4.3
1955; $75.00 ;Bank Transfer;4.1
1956; $25.00 ;Bank Transfer;3.4
1957; $51.00 ;Bank Transfer;3.7
1958; $28.00 ;Bank Transfer;5.0
1959; $73.00 ;Venmo;3.9
1960; $64.00 ;Venmo;2.9
1961; $77.00 ;Cash;2.7
1962; $94.00 ;Venmo;2.9
1963; $48.00 ;Debit Card;4.4
1964; $29.00 ;Debit Card;2.7
1965; $25.00 ;Bank Transfer;4.9
1966; $88.00 ;Cash;4.5
1967; $53.00 ;PayPal;4.7
1968; $61.00 ;PayPal;4.7
1969; $21.00 ;PayPal;4.0
1970; $70.00 ;PayPal;4.8
1971; $73.00 ;Bank Transfer;4.1
1972; $49.00 ;PayPal;3.6
1973; $64.00 ;Bank Transfer;3.9
1974; $31.00 ;Venmo;4.7
1975; $30.00 ;Credit Card;4.4
1976; $64.00 ;Bank Transfer;3.3
1977; $31.00 ;Cash;4.0
1978; $42.00 ;Credit Card;4.2
1979; $23.00 ;Bank Transfer;3.6
1980; $37.00 ;PayPal;3.3
1981; $66.00 ;Cash;4.0
1982; $54.00 ;Cash;4.4
1983; $32.00 ;PayPal;3.7
1984; $71.00 ;Cash;3.0
1985; $25.00 ;Debit Card;3.4
1986; $67.00 ;Cash;3.9
1987; $32.00 ;Cash;3.3
1988; $85.00 ;Cash;5.0
1989; $81.00 ;Credit Card;4.3
1990; $31.00 ;Venmo;3.8
1991; $28.00 ;Debit Card;4.4
1992; $94.00 ;Credit Card;4.6
1993; $85.00 ;Credit Card;3.3
1994; $88.00 ;Credit Card;4.9
1995; $66.00 ;Debit Card;3.8
1996; $81.00 ;Venmo;4.5
1997; $26.00 ;Debit Card;2.8
1998; $68.00 ;Bank Transfer;4.3
1999; $91.00 ;Bank Transfer;4.9
2000; $92.00 ;Debit Card;3.9
2001; $32.00 ;Bank Transfer;3.1
2002; $83.00 ;Credit Card;3.4
2003; $81.00 ;PayPal;4.9
2004; $45.00 ;Cash;4.1
2005; $87.00 ;Credit Card;4.8
2006; $31.00 ;Credit Card;4.0
2007; $68.00 ;Credit Card;4.6
2008; $46.00 ;Credit Card;3.9
2009; $51.00 ;PayPal;4.6
2010; $55.00 ;Venmo;3.9
2011; $90.00 ;Cash;2.9
2012; $81.00 ;Credit Card;3.9
2013; $71.00 ;Debit Card;3.2
2014; $35.00 ;PayPal;4.8
2015; $62.00 ;Venmo;3.8
2016; $20.00 ;Venmo;2.9
2017; $73.00 ;Bank Transfer;4.7
2018; $37.00 ;PayPal;3.4
2019; $71.00 ;Venmo;3.4
2020; $97.00 ;Cash;4.7
2021; $64.00 ;Cash;3.1
2022; $74.00 ;Cash;2.8
2023; $79.00 ;Credit Card;4.0
2024; $92.00 ;Bank Transfer;2.5
2025; $73.00 ;Credit Card;4.2
2026; $98.00 ;PayPal;3.4
2027; $52.00 ;Bank Transfer;3.4
2028; $80.00 ;Cash;4.7
2029; $43.00 ;PayPal;4.0
2030; $20.00 ;Debit Card;4.2
2031; $35.00 ;Bank Transfer;3.4
2032; $60.00 ;Debit Card;2.9
2033; $51.00 ;Credit Card;4.3
2034; $74.00 ;PayPal;4.0
2035; $96.00 ;Venmo;4.1
2036; $26.00 ;Cash;4.7
2037; $98.00 ;Debit Card;3.6
2038; $66.00 ;PayPal;4.4
2039; $95.00 ;PayPal;3.7
2040; $46.00 ;Venmo;3.6
2041; $93.00 ;Venmo;4.2
2042; $86.00 ;Credit Card;2.9
2043; $73.00 ;Cash;3.1
2044; $40.00 ;Bank Transfer;4.1
2045; $83.00 ;Credit Card;2.7
2046; $78.00 ;Credit Card;4.3
2047; $91.00 ;Cash;4.1
2048; $58.00 ;Venmo;4.9
2049; $68.00 ;PayPal;3.2
2050; $93.00 ;Credit Card;3.8
2051; $61.00 ;Debit Card;4.4
2052; $20.00 ;Debit Card;2.9
2053; $60.00 ;Venmo;3.2
2054; $85.00 ;Bank Transfer;3.4
2055; $36.00 ;Venmo;4.9
2056; $35.00 ;PayPal;3.3
2057; $68.00 ;Credit Card;2.9
2058; $41.00 ;Bank Transfer;4.3
2059; $82.00 ;Cash;3.7
2060; $90.00 ;Cash;4.8
2061; $90.00 ;Credit Card;2.9
2062; $58.00 ;Bank Transfer;3.4
2063; $20.00 ;Cash;4.3
2064; $57.00 ;Venmo;4.9
2065; $98.00 ;Venmo;3.6
2066; $78.00 ;PayPal;4.1
2067; $96.00 ;Credit Card;3.6
2068; $71.00 ;PayPal;2.8
2069; $37.00 ;Cash;3.8
2070; $25.00 ;Cash;4.5
2071; $69.00 ;Bank Transfer;3.4
2072; $85.00 ;Credit Card;3.9
2073; $55.00 ;Debit Card;4.4
2074; $77.00 ;Credit Card;4.0
2075; $47.00 ;Bank Transfer;3.5
2076; $88.00 ;Debit Card;3.0
2077; $36.00 ;Credit Card;3.3
2078; $82.00 ;Bank Transfer;4.3
2079; $26.00 ;Venmo;4.8
2080; $42.00 ;Debit Card;3.6
2081; $84.00 ;Venmo;3.4
2082; $76.00 ;Credit Card;2.8
2083; $21.00 ;Venmo;2.9
2084; $70.00 ;Cash;4.9
2085; $42.00 ;Debit Card;3.7
2086; $69.00 ;PayPal;3.4
2087; $67.00 ;Cash;4.7
2088; $38.00 ;Credit Card;4.4
2089; $30.00 ;Cash;2.8
2090; $24.00 ;PayPal;3.3
2091; $57.00 ;Venmo;2.7
2092; $79.00 ;Venmo;3.0
2093; $24.00 ;Bank Transfer;2.9
2094; $70.00 ;Bank Transfer;2.6
2095; $91.00 ;Cash;2.8
2096; $53.00 ;Debit Card;2.6
2097; $53.00 ;Venmo;4.7
2098; $52.00 ;Debit Card;4.7
2099; $21.00 ;PayPal;3.0
2100; $95.00 ;Debit Card;3.8
2101; $75.00 ;Cash;4.9
2102; $29.00 ;PayPal;3.3
2103; $41.00 ;Bank Transfer;3.7
2104; $60.00 ;Venmo;4.6
2105; $70.00 ;Venmo;4.4
2106; $92.00 ;Venmo;3.5
2107; $41.00 ;Debit Card;4.4
2108; $22.00 ;Credit Card;4.2
2109; $33.00 ;Credit Card;2.8
2110; $34.00 ;PayPal;4.0
2111; $24.00 ;Debit Card;4.4
2112; $94.00 ;Bank Transfer;3.6
2113; $83.00 ;Debit Card;3.5
2114; $31.00 ;Cash;4.5
2115; $91.00 ;Debit Card;2.7
2116; $48.00 ;PayPal;4.4
2117; $34.00 ;Debit Card;3.2
2118; $69.00 ;Bank Transfer;3.4
2119; $24.00 ;Credit Card;3.8
2120; $85.00 ;Bank Transfer;3.7
2121; $63.00 ;Cash;4.3
2122; $45.00 ;Venmo;3.6
2123; $54.00 ;Debit Card;3.8
2124; $44.00 ;Debit Card;4.5
2125; $40.00 ;Credit Card;2.6
2126; $75.00 ;Credit Card;4.2
2127; $81.00 ;Debit Card;4.4
2128; $50.00 ;Cash;3.1
2129; $89.00 ;PayPal;3.8
2130; $24.00 ;Debit Card;4.8
2131; $30.00 ;Bank Transfer;4.7
2132; $60.00 ;Debit Card;3.0
2133; $93.00 ;Cash;4.5
2134; $66.00 ;Bank Transfer;2.6
2135; $99.00 ;Credit Card;4.1
2136; $76.00 ;Venmo;4.5
2137; $88.00 ;Venmo;4.4
2138; $56.00 ;Debit Card;5.0
2139; $85.00 ;Debit Card;4.5
2140; $99.00 ;Credit Card;4.7
2141; $96.00 ;Cash;3.5
2142; $98.00 ;PayPal;2.8
2143; $59.00 ;Credit Card;2.7
2144; $88.00 ;Credit Card;3.0
2145; $43.00 ;PayPal;4.0
2146; $62.00 ;Venmo;4.9
2147; $66.00 ;Bank Transfer;4.1
2148; $84.00 ;Venmo;3.8
2149; $37.00 ;Venmo;4.9
2150; $32.00 ;Bank Transfer;3.5
2151; $81.00 ;Credit Card;3.8
2152; $53.00 ;Bank Transfer;4.6
2153; $23.00 ;Cash;4.8
2154; $30.00 ;Debit Card;3.2
2155; $51.00 ;PayPal;3.8
2156; $79.00 ;Venmo;4.0
2157; $57.00 ;Credit Card;3.0
2158; $86.00 ;Bank Transfer;3.7
2159; $93.00 ;Cash;4.8
2160; $90.00 ;Venmo;3.8
2161; $94.00 ;Debit Card;3.8
2162; $67.00 ;Venmo;2.8
2163; $51.00 ;Venmo;3.3
2164; $54.00 ;Debit Card;4.5
2165; $70.00 ;Credit Card;3.2
2166; $78.00 ;Venmo;3.8
2167; $67.00 ;Bank Transfer;3.1
2168; $100.00 ;Cash;4.5
2169; $56.00 ;Credit Card;3.7
2170; $81.00 ;Credit Card;2.6
2171; $86.00 ;Debit Card;3.3
2172; $36.00 ;Debit Card;4.7
2173; $97.00 ;Debit Card;4.9
2174; $63.00 ;Cash;4.6
2175; $54.00 ;Credit Card;3.4
2176; $48.00 ;PayPal;4.3
2177; $36.00 ;Credit Card;4.2
2178; $93.00 ;Cash;4.6
2179; $69.00 ;Bank Transfer;3.7
2180; $78.00 ;Debit Card;4.0
