Transaction_ID;Purchase_Amount__USD_;Payment_Method;Review_Rating;Location ID
1330; $28.00 ;PayPal;3.1;1330
1331; $28.00 ;Bank Transfer;4;1331
1332; $26.00 ;Debit Card;4;1332
1333; $92.00 ;Cash;4.3;1333
1334; $90.00 ;Venmo;4.9;1334
1335; $99.00 ;Credit Card;4.4;1335
1336; $97.00 ;PayPal;4.7;1336
1337; $77.00 ;Credit Card;4.1;1337
1338; $23.00 ;PayPal;2.9;1338
1339; $37.00 ;Venmo;3.8;1339
1340; $54.00 ;PayPal;4.4;1340
1341; $83.00 ;Cash;4.7;1341
1342; $26.00 ;PayPal;3.6;1342
1343; $54.00 ;Debit Card;3.4;1343
1344; $71.00 ;Cash;4.8;1344
1345; $74.00 ;Bank Transfer;4.1;1345
1346; $88.00 ;PayPal;3.2;1346
1347; $73.00 ;PayPal;3.5;1347
1348; $90.00 ;Credit Card;4.5;1348
1349; $66.00 ;Venmo;3.4;1349
1350; $94.00 ;Credit Card;4.2;1350
1351; $50.00 ;Cash;4.7;1351
1352; $29.00 ;Credit Card;4.7;1352
1353; $65.00 ;Cash;5;1353
1354; $46.00 ;Debit Card;4.2;1354
1355; $72.00 ;Bank Transfer;3.3;1355
1356; $88.00 ;Bank Transfer;4.1;1356
1357; $25.00 ;Bank Transfer;3.4;1357
1358; $72.00 ;Bank Transfer;3.9;1358
1359; $48.00 ;PayPal;4.6;1359
1360; $76.00 ;Credit Card;3.4;1360
1361; $97.00 ;Venmo;2.9;1361
1362; $20.00 ;Credit Card;4.5;1362
1363; $30.00 ;PayPal;3.7;1363
1364; $84.00 ;PayPal;5;1364
1365; $70.00 ;Venmo;2.6;1365
1366; $68.00 ;Venmo;4.1;1366
1367; $34.00 ;PayPal;3.5;1367
1368; $94.00 ;Cash;4.3;1368
1369; $59.00 ;PayPal;3.8;1369
1370; $36.00 ;Bank Transfer;3.9;1370
1371; $43.00 ;Credit Card;2.8;1371
1372; $83.00 ;PayPal;4.8;1372
1373; $93.00 ;Cash;4.5;1373
1374; $56.00 ;PayPal;4;1374
1375; $84.00 ;Cash;3.1;1375
1376; $65.00 ;PayPal;2.7;1376
1377; $41.00 ;Bank Transfer;2.9;1377
1378; $26.00 ;Bank Transfer;4.2;1378
1379; $74.00 ;Debit Card;3.4;1379
1380; $90.00 ;PayPal;4.9;1380
1381; $49.00 ;PayPal;2.8;1381
1382; $82.00 ;PayPal;2.9;1382
1383; $29.00 ;Cash;3.6;1383
1384; $76.00 ;Bank Transfer;4.4;1384
1385; $23.00 ;Bank Transfer;4.3;1385
1386; $33.00 ;Debit Card;4.7;1386
1387; $87.00 ;Bank Transfer;3;1387
1388; $81.00 ;PayPal;2.7;1388
1389; $87.00 ;Debit Card;3.8;1389
1390; $68.00 ;Credit Card;2.8;1390
1391; $99.00 ;Bank Transfer;3.5;1391
1392; $24.00 ;PayPal;4.5;1392
1393; $88.00 ;PayPal;3.7;1393
1394; $58.00 ;Credit Card;4.4;1394
1395; $82.00 ;Credit Card;4.7;1395
1396; $32.00 ;Cash;3.2;1396
1397; $99.00 ;Cash;4.3;1397
1398; $40.00 ;Credit Card;2.8;1398
1399; $60.00 ;Credit Card;4;1399
1400; $37.00 ;Credit Card;3;1400
1401; $60.00 ;Bank Transfer;4.2;1401
1402; $43.00 ;Bank Transfer;3.5;1402
1403; $87.00 ;PayPal;2.6;1403
1404; $35.00 ;Cash;3.5;1404
1405; $96.00 ;Cash;4.3;1405
1406; $55.00 ;Cash;3.6;1406
1407; $88.00 ;Venmo;2.6;1407
1408; $36.00 ;PayPal;4.3;1408
1409; $80.00 ;Credit Card;2.5;1409
1410; $23.00 ;Venmo;3;1410
1411; $81.00 ;Bank Transfer;3.1;1411
1412; $24.00 ;Debit Card;3.1;1412
1413; $31.00 ;Debit Card;2.9;1413
1414; $40.00 ;PayPal;4.2;1414
1415; $81.00 ;Credit Card;4.9;1415
1416; $43.00 ;Venmo;2.7;1416
1417; $30.00 ;PayPal;5;1417
1418; $82.00 ;Venmo;4.9;1418
1419; $75.00 ;Venmo;3.1;1419
1420; $66.00 ;Cash;4;1420
1421; $84.00 ;Venmo;3.9;1421
1422; $83.00 ;PayPal;2.8;1422
1423; $53.00 ;PayPal;2.6;1423
1424; $84.00 ;Cash;3.7;1424
1425; $81.00 ;Credit Card;3.2;1425
1426; $59.00 ;Credit Card;3.5;1426
1427; $68.00 ;Bank Transfer;4.7;1427
1428; $79.00 ;PayPal;4.2;1428
1429; $52.00 ;Venmo;4.9;1429
1430; $97.00 ;Debit Card;4.9;1430
1431; $51.00 ;Debit Card;3.7;1431
1432; $65.00 ;PayPal;3.2;1432
1433; $77.00 ;Credit Card;4.3;1433
1434; $40.00 ;PayPal;4.2;1434
1435; $30.00 ;Cash;2.8;1435
1436; $73.00 ;Cash;4.8;1436
1437; $89.00 ;Debit Card;4.9;1437
1438; $100.00 ;Credit Card;4.3;1438
1439; $71.00 ;Venmo;3.4;1439
1440; $84.00 ;Bank Transfer;2.8;1440
1441; $37.00 ;Credit Card;4.8;1441
1442; $99.00 ;PayPal;3.8;1442
1443; $76.00 ;Bank Transfer;4;1443
1444; $86.00 ;PayPal;3.7;1444
1445; $72.00 ;Cash;4.6;1445
1446; $94.00 ;Cash;3.1;1446
1447; $79.00 ;Credit Card;4;1447
1448; $25.00 ;PayPal;2.8;1448
1449; $31.00 ;PayPal;3.1;1449
1450; $58.00 ;Venmo;4;1450
1451; $53.00 ;Credit Card;4;1451
1452; $83.00 ;Debit Card;4.9;1452
1453; $22.00 ;Cash;3.6;1453
1454; $35.00 ;Credit Card;4.5;1454
1455; $78.00 ;Credit Card;4.9;1455
1456; $94.00 ;Venmo;4.5;1456
1457; $77.00 ;Bank Transfer;4.9;1457
1458; $27.00 ;Debit Card;3.8;1458
1459; $85.00 ;PayPal;3;1459
1460; $74.00 ;Venmo;3.8;1460
1461; $23.00 ;Bank Transfer;3.4;1461
1462; $41.00 ;Venmo;4.8;1462
1463; $95.00 ;Bank Transfer;3.4;1463
1464; $62.00 ;Debit Card;2.7;1464
1465; $82.00 ;Cash;2.6;1465
1466; $25.00 ;Venmo;3.9;1466
1467; $98.00 ;Debit Card;3.3;1467
1468; $76.00 ;Debit Card;4.4;1468
1469; $99.00 ;Cash;2.7;1469
1470; $21.00 ;Credit Card;3.7;1470
1471; $85.00 ;Debit Card;4.3;1471
1472; $76.00 ;Debit Card;2.6;1472
1473; $36.00 ;Cash;3.4;1473
1474; $26.00 ;Cash;4.1;1474
1475; $63.00 ;PayPal;4.4;1475
1476; $30.00 ;Credit Card;4.5;1476
1477; $52.00 ;Credit Card;2.9;1477
1478; $42.00 ;Credit Card;3.1;1478
1479; $58.00 ;Bank Transfer;3;1479
1480; $95.00 ;Bank Transfer;2.5;1480
1481; $45.00 ;Bank Transfer;4.3;1481
1482; $48.00 ;Credit Card;4.8;1482
1483; $57.00 ;Bank Transfer;4.7;1483
1484; $30.00 ;Debit Card;3.6;1484
1485; $65.00 ;Cash;3.2;1485
1486; $77.00 ;Credit Card;2.9;1486
1487; $68.00 ;Debit Card;3.7;1487
1488; $63.00 ;PayPal;2.9;1488
1489; $95.00 ;Bank Transfer;4.5;1489
1490; $76.00 ;PayPal;2.6;1490
1491; $73.00 ;Credit Card;4;1491
1492; $94.00 ;Venmo;3.1;1492
1493; $53.00 ;Credit Card;3.1;1493
1494; $91.00 ;Venmo;4.2;1494
1495; $49.00 ;Venmo;3.2;1495
1496; $48.00 ;Debit Card;3.4;1496
1497; $28.00 ;Bank Transfer;3.1;1497
1498; $50.00 ;Bank Transfer;3.7;1498
1499; $43.00 ;Debit Card;3.1;1499
1500; $64.00 ;Credit Card;4.8;1500
1501; $30.00 ;Debit Card;3.5;1501
1502; $71.00 ;Bank Transfer;3.5;1502
1503; $25.00 ;Bank Transfer;3.6;1503
1504; $64.00 ;PayPal;4.6;1504
1505; $91.00 ;Venmo;2.9;1505
1506; $31.00 ;Bank Transfer;4.2;1506
1507; $92.00 ;PayPal;3.7;1507
1508; $51.00 ;Debit Card;4.3;1508
1509; $20.00 ;Cash;2.6;1509
1510; $68.00 ;Cash;4;1510
1511; $29.00 ;Venmo;4.2;1511
1512; $35.00 ;Venmo;3.2;1512
1513; $39.00 ;Cash;4.5;1513
1514; $36.00 ;PayPal;3.9;1514
1515; $69.00 ;Debit Card;4.7;1515
1516; $66.00 ;PayPal;3.2;1516
1517; $24.00 ;Debit Card;4.6;1517
1518; $33.00 ;Cash;4.4;1518
1519; $79.00 ;Debit Card;5;1519
1520; $67.00 ;Debit Card;3.7;1520
1521; $39.00 ;Cash;2.6;1521
1522; $41.00 ;Venmo;2.9;1522
1523; $26.00 ;Credit Card;3.7;1523
1524; $83.00 ;Cash;4;1524
1525; $87.00 ;PayPal;4.8;1525
1526; $33.00 ;Debit Card;2.7;1526
1527; $95.00 ;Debit Card;3.8;1527
1528; $74.00 ;PayPal;2.8;1528
1529; $52.00 ;Cash;4.2;1529
1530; $34.00 ;Debit Card;4.2;1530
1531; $85.00 ;Cash;4.2;1531
1532; $48.00 ;PayPal;4.4;1532
1533; $64.00 ;Debit Card;3.7;1533
1534; $42.00 ;PayPal;2.5;1534
1535; $42.00 ;Credit Card;4;1535
1536; $100.00 ;Venmo;4.8;1536
1537; $65.00 ;Debit Card;4.3;1537
1538; $31.00 ;PayPal;4.8;1538
1539; $72.00 ;Venmo;4.9;1539
1540; $80.00 ;Cash;2.7;1540
1541; $74.00 ;Bank Transfer;4.1;1541
1542; $28.00 ;PayPal;2.8;1542
1543; $20.00 ;Cash;3.7;1543
1544; $92.00 ;Bank Transfer;3.5;1544
1545; $94.00 ;Credit Card;3.3;1545
1546; $25.00 ;Bank Transfer;4.2;1546
1547; $52.00 ;Credit Card;4.6;1547
1548; $85.00 ;Bank Transfer;4.6;1548
1549; $75.00 ;Credit Card;3.2;1549
1550; $84.00 ;Credit Card;3.4;1550
1551; $60.00 ;Bank Transfer;4.5;1551
1552; $91.00 ;Credit Card;4.7;1552
1553; $68.00 ;Debit Card;4.3;1553
1554; $74.00 ;Bank Transfer;4.1;1554
1555; $31.00 ;Debit Card;3.8;1555
1556; $80.00 ;Cash;2.8;1556
1557; $52.00 ;PayPal;3.8;1557
1558; $67.00 ;Cash;2.6;1558
1559; $90.00 ;PayPal;4.5;1559
1560; $46.00 ;Credit Card;3.9;1560
1561; $72.00 ;Bank Transfer;2.9;1561
1562; $78.00 ;PayPal;3.6;1562
1563; $41.00 ;PayPal;3.8;1563
1564; $74.00 ;PayPal;4.7;1564
1565; $74.00 ;Venmo;2.6;1565
1566; $38.00 ;Cash;4.1;1566
1567; $93.00 ;Cash;4.4;1567
1568; $67.00 ;Bank Transfer;3.9;1568
1569; $87.00 ;Credit Card;3;1569
1570; $62.00 ;Credit Card;3.5;1570
1571; $64.00 ;Credit Card;3.8;1571
1572; $41.00 ;Cash;3.9;1572
1573; $82.00 ;Debit Card;4.4;1573
1574; $85.00 ;Credit Card;4.1;1574
1575; $96.00 ;Bank Transfer;4.9;1575
1576; $31.00 ;Credit Card;4;1576
1577; $49.00 ;Bank Transfer;2.9;1577
1578; $99.00 ;Cash;4.9;1578
1579; $39.00 ;Credit Card;4.8;1579
1580; $75.00 ;Venmo;2.6;1580
1581; $96.00 ;Venmo;2.5;1581
1582; $20.00 ;Debit Card;4.5;1582
1583; $42.00 ;Venmo;3.2;1583
1584; $35.00 ;PayPal;4.8;1584
1585; $78.00 ;Cash;4.6;1585
1586; $91.00 ;Venmo;3.4;1586
1587; $91.00 ;Debit Card;4.6;1587
1588; $94.00 ;Debit Card;3;1588
1589; $92.00 ;Bank Transfer;3.2;1589
1590; $76.00 ;Credit Card;2.5;1590
1591; $80.00 ;Venmo;4.9;1591
1592; $61.00 ;Cash;3.7;1592
1593; $36.00 ;PayPal;4.3;1593
1594; $80.00 ;Credit Card;4.3;1594
1595; $25.00 ;Cash;4.6;1595
1596; $70.00 ;Cash;3.7;1596
1597; $28.00 ;PayPal;4.8;1597
1598; $32.00 ;Credit Card;4.3;1598
1599; $71.00 ;Debit Card;2.7;1599
1600; $96.00 ;Cash;4;1600
1601; $21.00 ;Venmo;2.8;1601
1602; $71.00 ;Bank Transfer;3.7;1602
1603; $87.00 ;Venmo;4.2;1603
1604; $71.00 ;Cash;4.3;1604
1605; $44.00 ;Bank Transfer;4.1;1605
1606; $29.00 ;Debit Card;4.6;1606
1607; $88.00 ;Cash;2.9;1607
1608; $84.00 ;Venmo;2.8;1608
1609; $62.00 ;PayPal;3.2;1609
1610; $38.00 ;Debit Card;4.2;1610
1611; $59.00 ;PayPal;2.8;1611
1612; $67.00 ;Cash;2.7;1612
1613; $71.00 ;Credit Card;4.7;1613
1614; $43.00 ;Debit Card;3.6;1614
1615; $59.00 ;Cash;4.4;1615
1616; $78.00 ;Credit Card;4.5;1616
1617; $37.00 ;Bank Transfer;3.4;1617
1618; $34.00 ;Venmo;3.9;1618
1619; $23.00 ;Cash;3.7;1619
1620; $23.00 ;Bank Transfer;4.6;1620
1621; $58.00 ;Cash;3.4;1621
1622; $99.00 ;Credit Card;3.4;1622
1623; $20.00 ;Credit Card;4.8;1623
1624; $46.00 ;Credit Card;3.6;1624
1625; $81.00 ;Debit Card;4.1;1625
1626; $68.00 ;Debit Card;4.4;1626
1627; $82.00 ;Cash;3.4;1627
1628; $44.00 ;PayPal;2.9;1628
1629; $56.00 ;Credit Card;3.1;1629
1630; $57.00 ;Cash;4.3;1630
1631; $73.00 ;Venmo;3.6;1631
1632; $53.00 ;Credit Card;4.3;1632
1633; $41.00 ;Bank Transfer;3.4;1633
1634; $26.00 ;Venmo;3.9;1634
1635; $37.00 ;Venmo;3.9;1635
1636; $32.00 ;Debit Card;3.8;1636
1637; $23.00 ;Venmo;4.4;1637
1638; $95.00 ;Debit Card;3.8;1638
1639; $78.00 ;Venmo;2.8;1639
1640; $52.00 ;Debit Card;3.4;1640
1641; $23.00 ;Cash;3.6;1641
1642; $25.00 ;Venmo;4.3;1642
1643; $98.00 ;PayPal;4.3;1643
1644; $31.00 ;PayPal;4.6;1644
1645; $67.00 ;Bank Transfer;3.7;1645
1646; $76.00 ;Bank Transfer;3.6;1646
1647; $92.00 ;PayPal;4.8;1647
1648; $96.00 ;PayPal;3.2;1648
1649; $92.00 ;Debit Card;3.8;1649
1650; $88.00 ;Credit Card;4.4;1650
1651; $81.00 ;PayPal;4.5;1651
1652; $86.00 ;Venmo;3.4;1652
1653; $90.00 ;Credit Card;2.5;1653
1654; $92.00 ;Debit Card;4.1;1654
1655; $21.00 ;Venmo;2.9;1655
1656; $55.00 ;Venmo;5;1656
1657; $82.00 ;Debit Card;4.5;1657
1658; $84.00 ;PayPal;4.9;1658
1659; $39.00 ;Venmo;4.3;1659
1660; $96.00 ;Bank Transfer;2.6;1660
1661; $90.00 ;Cash;3.9;1661
1662; $24.00 ;Credit Card;4.1;1662
1663; $20.00 ;Credit Card;3.9;1663
1664; $70.00 ;Credit Card;4.1;1664
1665; $96.00 ;Bank Transfer;3.5;1665
1666; $60.00 ;PayPal;4.5;1666
1667; $29.00 ;Credit Card;4.2;1667
1668; $70.00 ;Bank Transfer;4.2;1668
1669; $44.00 ;Credit Card;4.6;1669
1670; $48.00 ;Credit Card;2.7;1670
1671; $32.00 ;Venmo;4;1671
1672; $45.00 ;Debit Card;3.5;1672
1673; $77.00 ;PayPal;4.2;1673
1674; $47.00 ;Credit Card;3.3;1674
1675; $95.00 ;Venmo;3.7;1675
1676; $35.00 ;Bank Transfer;4.1;1676
1677; $63.00 ;PayPal;3;1677
1678; $99.00 ;Venmo;3.5;1678
1679; $84.00 ;Venmo;2.5;1679
1680; $77.00 ;Cash;2.9;1680
1681; $100.00 ;Credit Card;3;1681
1682; $91.00 ;Bank Transfer;4.1;1682
1683; $79.00 ;Venmo;4.7;1683
1684; $41.00 ;Cash;2.5;1684
1685; $47.00 ;Cash;4.2;1685
1686; $28.00 ;Venmo;3.7;1686
1687; $72.00 ;Venmo;2.7;1687
1688; $66.00 ;Venmo;3.5;1688
1689; $34.00 ;Debit Card;4.6;1689
1690; $98.00 ;Debit Card;3;1690
1691; $90.00 ;PayPal;3.1;1691
1692; $23.00 ;PayPal;4.5;1692
1693; $77.00 ;PayPal;3.7;1693
1694; $93.00 ;Bank Transfer;3.9;1694
1695; $88.00 ;Cash;3.1;1695
1696; $53.00 ;Cash;3.4;1696
1697; $54.00 ;Bank Transfer;4.3;1697
1698; $62.00 ;Cash;4.9;1698
1699; $38.00 ;Bank Transfer;4;1699
1700; $56.00 ;Bank Transfer;3.1;1700
1701; $22.00 ;Debit Card;2.9;1701
1702; $65.00 ;Venmo;3.6;1702
1703; $48.00 ;Debit Card;2.9;1703
1704; $64.00 ;PayPal;4.2;1704
1705; $26.00 ;Bank Transfer;4;1705
1706; $74.00 ;Credit Card;3.3;1706
1707; $66.00 ;Credit Card;3.4;1707
1708; $95.00 ;Credit Card;3;1708
1709; $29.00 ;Bank Transfer;3;1709
1710; $22.00 ;Bank Transfer;3;1710
1711; $37.00 ;PayPal;4.4;1711
1712; $45.00 ;Credit Card;3.5;1712
1713; $57.00 ;Bank Transfer;4.1;1713
1714; $20.00 ;Debit Card;3.3;1714
1715; $57.00 ;Venmo;4.7;1715
1716; $55.00 ;Debit Card;3.6;1716
1717; $39.00 ;Cash;2.5;1717
1718; $83.00 ;Bank Transfer;4.3;1718
1719; $29.00 ;Cash;3.6;1719
1720; $35.00 ;Debit Card;3.6;1720
1721; $27.00 ;Venmo;5;1721
1722; $23.00 ;Debit Card;4.9;1722
1723; $99.00 ;Cash;4.1;1723
1724; $78.00 ;Venmo;3.7;1724
1725; $66.00 ;Debit Card;3.5;1725
1726; $99.00 ;Bank Transfer;4.9;1726
1727; $49.00 ;Bank Transfer;3.9;1727
1728; $56.00 ;Cash;3.3;1728
1729; $32.00 ;Bank Transfer;3.3;1729
1730; $30.00 ;Bank Transfer;2.8;1730
1731; $85.00 ;Debit Card;2.7;1731
1732; $95.00 ;Cash;3.9;1732
1733; $95.00 ;Venmo;4;1733
1734; $48.00 ;Debit Card;3.2;1734
1735; $89.00 ;Venmo;4.8;1735
1736; $51.00 ;Debit Card;4.3;1736
1737; $37.00 ;PayPal;3.5;1737
1738; $66.00 ;Credit Card;3.2;1738
1739; $35.00 ;Cash;3.4;1739
1740; $35.00 ;Cash;2.7;1740
1741; $38.00 ;Credit Card;4.5;1741
1742; $58.00 ;Cash;2.7;1742
1743; $22.00 ;Venmo;4;1743
1744; $96.00 ;Debit Card;2.7;1744
1745; $94.00 ;Debit Card;2.9;1745
1746; $75.00 ;Bank Transfer;4.5;1746
1747; $29.00 ;Venmo;3.7;1747
1748; $44.00 ;Debit Card;3.2;1748
1749; $54.00 ;Debit Card;3.1;1749
1750; $95.00 ;Venmo;3.1;1750
1751; $42.00 ;Cash;4.2;1751
1752; $29.00 ;Cash;3.4;1752
1753; $98.00 ;Cash;4.2;1753
1754; $23.00 ;PayPal;3.1;1754
1755; $70.00 ;Venmo;3;1755
1756; $21.00 ;Cash;3.7;1756
1757; $24.00 ;Venmo;4.6;1757
1758; $63.00 ;Cash;2.5;1758
1759; $56.00 ;Cash;4.6;1759
1760; $28.00 ;PayPal;4.1;1760
1761; $82.00 ;Bank Transfer;5;1761
1762; $68.00 ;Venmo;3.5;1762
1763; $63.00 ;Debit Card;2.7;1763
1764; $91.00 ;Venmo;2.8;1764
1765; $43.00 ;Debit Card;4.3;1765
1766; $62.00 ;PayPal;3.8;1766
1767; $91.00 ;Credit Card;3.2;1767
1768; $74.00 ;Venmo;3.1;1768
1769; $24.00 ;Credit Card;4;1769
1770; $20.00 ;Credit Card;4.6;1770
1771; $36.00 ;Cash;5;1771
1772; $74.00 ;Credit Card;3.8;1772
1773; $63.00 ;Debit Card;5;1773
1774; $41.00 ;Credit Card;3.8;1774
1775; $36.00 ;Debit Card;4.2;1775
1776; $28.00 ;Credit Card;3.5;1776
1777; $77.00 ;Credit Card;2.8;1777
1778; $95.00 ;Venmo;4.5;1778
1779; $33.00 ;PayPal;2.7;1779
1780; $27.00 ;Debit Card;2.9;1780
1781; $96.00 ;Bank Transfer;4;1781
1782; $99.00 ;Venmo;4.3;1782
1783; $92.00 ;Bank Transfer;4.6;1783
1784; $89.00 ;Credit Card;4.9;1784
1785; $80.00 ;Cash;3.1;1785
1786; $76.00 ;Venmo;3.6;1786
1787; $52.00 ;Credit Card;4.6;1787
1788; $56.00 ;Cash;3.9;1788
1789; $66.00 ;Credit Card;2.7;1789
1790; $92.00 ;Bank Transfer;3.9;1790
1791; $38.00 ;PayPal;3.2;1791
1792; $25.00 ;Credit Card;4.3;1792
1793; $63.00 ;Venmo;4.5;1793
1794; $21.00 ;Bank Transfer;4.2;1794
1795; $81.00 ;Debit Card;3.3;1795
1796; $90.00 ;Venmo;4.2;1796
1797; $25.00 ;Bank Transfer;3.3;1797
1798; $68.00 ;Cash;4.1;1798
1799; $25.00 ;Cash;4.7;1799
1800; $84.00 ;Debit Card;4.4;1800
1801; $31.00 ;Cash;3.9;1801
1802; $22.00 ;Venmo;4;1802
1803; $99.00 ;Cash;3.6;1803
1804; $37.00 ;Cash;4.6;1804
1805; $51.00 ;Bank Transfer;5;1805
1806; $100.00 ;PayPal;3;1806
1807; $30.00 ;PayPal;2.9;1807
1808; $41.00 ;Credit Card;3.5;1808
1809; $91.00 ;Credit Card;3;1809
1810; $61.00 ;Cash;3.1;1810
1811; $84.00 ;Bank Transfer;3.3;1811
1812; $30.00 ;Cash;4.5;1812
1813; $25.00 ;Debit Card;4;1813
1814; $64.00 ;Credit Card;4.6;1814
1815; $46.00 ;Debit Card;3.1;1815
1816; $24.00 ;PayPal;2.8;1816
1817; $20.00 ;Venmo;3.7;1817
1818; $27.00 ;Cash;3.2;1818
1819; $66.00 ;Venmo;3.2;1819
1820; $27.00 ;Debit Card;3.6;1820
1821; $72.00 ;Cash;4.6;1821
1822; $99.00 ;Cash;3.4;1822
1823; $46.00 ;PayPal;4.8;1823
1824; $92.00 ;Bank Transfer;4.2;1824
1825; $99.00 ;Venmo;3.7;1825
1826; $84.00 ;Debit Card;4.6;1826
1827; $79.00 ;Debit Card;4.6;1827
1828; $97.00 ;Cash;4.2;1828
1829; $99.00 ;Credit Card;4.6;1829
1830; $55.00 ;Credit Card;4;1830
1831; $34.00 ;Debit Card;3.6;1831
1832; $52.00 ;Debit Card;3;1832
1833; $63.00 ;Credit Card;4.6;1833
1834; $23.00 ;Bank Transfer;3.8;1834
1835; $45.00 ;PayPal;4.8;1835
1836; $56.00 ;Venmo;4.9;1836
1837; $26.00 ;Debit Card;2.5;1837
1838; $63.00 ;Cash;2.6;1838
1839; $67.00 ;PayPal;2.9;1839
1840; $99.00 ;Cash;2.6;1840
1841; $20.00 ;Bank Transfer;5;1841
1842; $88.00 ;PayPal;3.1;1842
1843; $71.00 ;Bank Transfer;4.8;1843
1844; $56.00 ;PayPal;2.9;1844
1845; $39.00 ;Credit Card;3.7;1845
1846; $32.00 ;Bank Transfer;2.9;1846
1847; $44.00 ;Debit Card;3.4;1847
1848; $74.00 ;Credit Card;3.9;1848
1849; $96.00 ;Bank Transfer;4.9;1849
1850; $66.00 ;Debit Card;4.1;1850
1851; $25.00 ;Credit Card;3.8;1851
1852; $89.00 ;Credit Card;3.3;1852
1853; $37.00 ;Venmo;4.3;1853
1854; $89.00 ;Venmo;3;1854
1855; $70.00 ;Venmo;3.7;1855
1856; $50.00 ;Bank Transfer;3.3;1856
1857; $44.00 ;PayPal;2.6;1857
1858; $84.00 ;PayPal;4;1858
1859; $29.00 ;Bank Transfer;4.1;1859
1860; $78.00 ;Bank Transfer;4.4;1860
1861; $61.00 ;Debit Card;3.9;1861
1862; $34.00 ;Debit Card;3.6;1862
1863; $60.00 ;Debit Card;3.4;1863
1864; $60.00 ;Credit Card;2.8;1864
1865; $40.00 ;PayPal;4.2;1865
1866; $33.00 ;Debit Card;2.8;1866
1867; $69.00 ;Credit Card;4;1867
1868; $32.00 ;Cash;3.9;1868
1869; $94.00 ;Venmo;4.5;1869
1870; $40.00 ;Venmo;2.7;1870
1871; $99.00 ;PayPal;4.4;1871
1872; $57.00 ;Credit Card;3.8;1872
1873; $67.00 ;Cash;4.1;1873
1874; $71.00 ;Credit Card;4.3;1874
1875; $97.00 ;Credit Card;2.6;1875
1876; $85.00 ;Cash;3.7;1876
1877; $36.00 ;PayPal;3.4;1877
1878; $99.00 ;PayPal;4;1878
1879; $63.00 ;Bank Transfer;4;1879
1880; $47.00 ;Credit Card;3.8;1880
1881; $62.00 ;Cash;4.3;1881
1882; $66.00 ;Venmo;4.4;1882
1883; $62.00 ;PayPal;4.5;1883
1884; $74.00 ;Venmo;3.1;1884
1885; $97.00 ;Debit Card;2.7;1885
1886; $77.00 ;PayPal;4.8;1886
1887; $33.00 ;Debit Card;3.7;1887
1888; $51.00 ;Cash;2.9;1888
1889; $81.00 ;Venmo;3.3;1889
1890; $57.00 ;Debit Card;3;1890
1891; $20.00 ;Cash;4;1891
1892; $20.00 ;Venmo;4.9;1892
1893; $48.00 ;Bank Transfer;4.6;1893
1894; $21.00 ;Bank Transfer;4;1894
1895; $46.00 ;Bank Transfer;3.4;1895
1896; $46.00 ;Debit Card;3.4;1896
1897; $73.00 ;Credit Card;4.6;1897
1898; $21.00 ;Credit Card;3.8;1898
1899; $73.00 ;Cash;3.8;1899
1900; $70.00 ;Debit Card;4.3;1900
1901; $29.00 ;Credit Card;3.4;1901
1902; $72.00 ;PayPal;4.5;1902
1903; $59.00 ;Bank Transfer;2.7;1903
1904; $88.00 ;Venmo;2.6;1904
1905; $56.00 ;PayPal;3.3;1905
1906; $24.00 ;Credit Card;2.9;1906
1907; $99.00 ;Cash;4.1;1907
1908; $53.00 ;Bank Transfer;4.6;1908
1909; $38.00 ;Credit Card;4.4;1909
1910; $20.00 ;Credit Card;3.9;1910
1911; $55.00 ;Cash;4.9;1911
1912; $56.00 ;Venmo;4.7;1912
1913; $43.00 ;Debit Card;3.2;1913
1914; $48.00 ;Credit Card;3.1;1914
1915; $52.00 ;PayPal;4;1915
1916; $55.00 ;Debit Card;5;1916
1917; $26.00 ;Venmo;3.1;1917
1918; $25.00 ;Venmo;3.1;1918
1919; $68.00 ;Venmo;2.6;1919
1920; $100.00 ;Bank Transfer;4.4;1920
1921; $28.00 ;Debit Card;2.8;1921
1922; $71.00 ;PayPal;4.5;1922
1923; $89.00 ;Cash;2.9;1923
1924; $28.00 ;Credit Card;3.6;1924
1925; $82.00 ;Venmo;2.9;1925
1926; $67.00 ;Credit Card;4.5;1926
1927; $80.00 ;Credit Card;2.9;1927
1928; $74.00 ;PayPal;4.8;1928
1929; $45.00 ;Credit Card;4.5;1929
1930; $64.00 ;Cash;4.4;1930
1931; $42.00 ;Venmo;4.2;1931
1932; $62.00 ;Bank Transfer;3.2;1932
1933; $45.00 ;Credit Card;3.5;1933
1934; $26.00 ;Bank Transfer;4.6;1934
1935; $21.00 ;Credit Card;3.9;1935
1936; $93.00 ;Cash;4.6;1936
1937; $97.00 ;Venmo;3.4;1937
1938; $33.00 ;PayPal;2.9;1938
1939; $22.00 ;PayPal;3.7;1939
1940; $59.00 ;Venmo;2.9;1940
1941; $96.00 ;Cash;4.6;1941
1942; $66.00 ;Credit Card;2.5;1942
1943; $32.00 ;Bank Transfer;4;1943
1944; $98.00 ;Debit Card;3.2;1944
1945; $51.00 ;Debit Card;5;1945
1946; $33.00 ;PayPal;4.6;1946
1947; $92.00 ;Debit Card;3.8;1947
1948; $71.00 ;Debit Card;3.9;1948
1949; $85.00 ;Credit Card;2.6;1949
1950; $92.00 ;Debit Card;3.3;1950
1951; $54.00 ;PayPal;3.6;1951
